Country,Pillar,Sub-pillar,Source,Link,Availability
Ghana,Regulation,Fair market competition,A source used for this project 3830,https://www.undp.org/,1
Gibraltar,Regulation,Cybersecurity,A source used for this project 7250,https://www.undp.org/,1
Gibraltar,Regulation,Data standards and protection,A source used for this project 8843,https://www.undp.org/,
Gibraltar,Regulation,E-commerce,A source used for this project 5589,https://www.undp.org/,
Gibraltar,Regulation,Fair market competition,A source used for this project 3233,https://www.undp.org/,1
Greece,Regulation,Cybersecurity,A source used for this project 5719,https://www.undp.org/,1
Greece,Regulation,Data standards and protection,A source used for this project 5311,https://www.undp.org/,
Greece,Regulation,E-commerce,A source used for this project 1717,https://www.undp.org/,1
Greece,Regulation,Fair market competition,A source used for this project 3547,https://www.undp.org/,1
Greenland,Regulation,Cybersecurity,A source used for this project 6321,https://www.undp.org/,
Greenland,Regulation,Data standards and protection,A source used for this project 8269,https://www.undp.org/,1
Greenland,Regulation,E-commerce,A source used for this project 8129,https://www.undp.org/,1
Greenland,Regulation,Fair market competition,A source used for this project 4720,https://www.undp.org/,
Grenada,Regulation,Cybersecurity,A source used for this project 7248,https://www.undp.org/,1
Grenada,Regulation,Data standards and protection,A source used for this project 2298,https://www.undp.org/,
Grenada,Regulation,E-commerce,A source used for this project 6831,https://www.undp.org/,1
Grenada,Regulation,Fair market competition,A source used for this project 3857,https://www.undp.org/,
Guadeloupe,Regulation,Cybersecurity,A source used for this project 4733,https://www.undp.org/,1
Guadeloupe,Regulation,Data standards and protection,A source used for this project 4672,https://www.undp.org/,
Guadeloupe,Regulation,E-commerce,A source used for this project 6136,https://www.undp.org/,
Guadeloupe,Regulation,Fair market competition,A source used for this project 6011,https://www.undp.org/,1
Guam,Regulation,Cybersecurity,A source used for this project 7870,https://www.undp.org/,
Guam,Regulation,Data standards and protection,A source used for this project 7983,https://www.undp.org/,
Guam,Regulation,E-commerce,A source used for this project 5539,https://www.undp.org/,
Guam,Regulation,Fair market competition,A source used for this project 1521,https://www.undp.org/,1
Guatemala,Regulation,Cybersecurity,A source used for this project 8998,https://www.undp.org/,1
Guatemala,Regulation,Data standards and protection,A source used for this project 4154,https://www.undp.org/,
Guatemala,Regulation,E-commerce,A source used for this project 7939,https://www.undp.org/,1
Guatemala,Regulation,Fair market competition,A source used for this project 2810,https://www.undp.org/,
Guernsey,Regulation,Cybersecurity,A source used for this project 1288,https://www.undp.org/,1
Guernsey,Regulation,Data standards and protection,A source used for this project 6082,https://www.undp.org/,
Guernsey,Regulation,E-commerce,A source used for this project 9880,https://www.undp.org/,
Guernsey,Regulation,Fair market competition,A source used for this project 1014,https://www.undp.org/,1
Guinea,Regulation,Cybersecurity,A source used for this project 2157,https://www.undp.org/,1
Guinea,Regulation,Data standards and protection,A source used for this project 4954,https://www.undp.org/,
Guinea,Regulation,E-commerce,A source used for this project 8679,https://www.undp.org/,
Guinea,Regulation,Fair market competition,A source used for this project 9025,https://www.undp.org/,
Guinea-Bissau,Regulation,Cybersecurity,A source used for this project 9032,https://www.undp.org/,1
Guinea-Bissau,Regulation,Data standards and protection,A source used for this project 7402,https://www.undp.org/,
Guinea-Bissau,Regulation,E-commerce,A source used for this project 4200,https://www.undp.org/,1
Guinea-Bissau,Regulation,Fair market competition,A source used for this project 8723,https://www.undp.org/,1
Guyana,Regulation,Cybersecurity,A source used for this project 1246,https://www.undp.org/,1
Guyana,Regulation,Data standards and protection,A source used for this project 9008,https://www.undp.org/,1
Guyana,Regulation,E-commerce,A source used for this project 4537,https://www.undp.org/,
Guyana,Regulation,Fair market competition,A source used for this project 6739,https://www.undp.org/,1
Haiti,Regulation,Cybersecurity,A source used for this project 7011,https://www.undp.org/,
Haiti,Regulation,Data standards and protection,A source used for this project 9679,https://www.undp.org/,1
Haiti,Regulation,E-commerce,A source used for this project 3047,https://www.undp.org/,
Haiti,Regulation,Fair market competition,A source used for this project 7682,https://www.undp.org/,
Heard Island and McDonald Islands,Regulation,Cybersecurity,A source used for this project 8059,https://www.undp.org/,1
Heard Island and McDonald Islands,Regulation,Data standards and protection,A source used for this project 8692,https://www.undp.org/,
Heard Island and McDonald Islands,Regulation,E-commerce,A source used for this project 2397,https://www.undp.org/,1
Heard Island and McDonald Islands,Regulation,Fair market competition,A source used for this project 1318,https://www.undp.org/,
Holy See,Regulation,Cybersecurity,A source used for this project 6729,https://www.undp.org/,1
Holy See,Regulation,Data standards and protection,A source used for this project 2534,https://www.undp.org/,
Holy See,Regulation,E-commerce,A source used for this project 3677,https://www.undp.org/,
Holy See,Regulation,Fair market competition,A source used for this project 5617,https://www.undp.org/,
Honduras,Regulation,Cybersecurity,A source used for this project 9710,https://www.undp.org/,1
Honduras,Regulation,Data standards and protection,A source used for this project 9057,https://www.undp.org/,
Honduras,Regulation,E-commerce,A source used for this project 3640,https://www.undp.org/,
Honduras,Regulation,Fair market competition,A source used for this project 2828,https://www.undp.org/,1
Hungary,Regulation,Cybersecurity,A source used for this project 7490,https://www.undp.org/,1
Hungary,Regulation,Data standards and protection,A source used for this project 3249,https://www.undp.org/,
Hungary,Regulation,E-commerce,A source used for this project 5680,https://www.undp.org/,
Hungary,Regulation,Fair market competition,A source used for this project 3288,https://www.undp.org/,1
Iceland,Regulation,Cybersecurity,A source used for this project 9355,https://www.undp.org/,1
Iceland,Regulation,Data standards and protection,A source used for this project 5679,https://www.undp.org/,
Iceland,Regulation,E-commerce,A source used for this project 5417,https://www.undp.org/,1
Iceland,Regulation,Fair market competition,A source used for this project 1604,https://www.undp.org/,1
India,Regulation,Cybersecurity,A source used for this project 9841,https://www.undp.org/,1
India,Regulation,Data standards and protection,A source used for this project 8298,https://www.undp.org/,1
India,Regulation,E-commerce,A source used for this project 1729,https://www.undp.org/,1
India,Regulation,Fair market competition,A source used for this project 2913,https://www.undp.org/,
Indonesia,Regulation,Cybersecurity,A source used for this project 3931,https://www.undp.org/,
Indonesia,Regulation,Data standards and protection,A source used for this project 8641,https://www.undp.org/,1
Indonesia,Regulation,E-commerce,A source used for this project 2293,https://www.undp.org/,1
Indonesia,Regulation,Fair market competition,A source used for this project 6220,https://www.undp.org/,
Iran (Islamic Republic of),Regulation,Cybersecurity,A source used for this project 6179,https://www.undp.org/,
Iran (Islamic Republic of),Regulation,Data standards and protection,A source used for this project 9665,https://www.undp.org/,1
Iran (Islamic Republic of),Regulation,E-commerce,A source used for this project 3854,https://www.undp.org/,
Iran (Islamic Republic of),Regulation,Fair market competition,A source used for this project 2572,https://www.undp.org/,
Iraq,Regulation,Cybersecurity,A source used for this project 2542,https://www.undp.org/,1
Iraq,Regulation,Data standards and protection,A source used for this project 8745,https://www.undp.org/,
Iraq,Regulation,E-commerce,A source used for this project 7683,https://www.undp.org/,1
Iraq,Regulation,Fair market competition,A source used for this project 9461,https://www.undp.org/,
Ireland,Regulation,Cybersecurity,A source used for this project 9761,https://www.undp.org/,1
Ireland,Regulation,Data standards and protection,A source used for this project 1914,https://www.undp.org/,1
Ireland,Regulation,E-commerce,A source used for this project 5701,https://www.undp.org/,1
Ireland,Regulation,Fair market competition,A source used for this project 3722,https://www.undp.org/,
Isle of Man,Regulation,Cybersecurity,A source used for this project 1385,https://www.undp.org/,
Isle of Man,Regulation,Data standards and protection,A source used for this project 1855,https://www.undp.org/,
