Code,Country,Region,Sub-region,Income,Pillar,Sub-pillar,2020
turks-and-caicos-islands,Turks and Caicos Islands,Americas,Latin America and the Caribbean,High income,Business,Technology adoption,6
united-states-virgin-islands,United States Virgin Islands,Americas,Latin America and the Caribbean,High income,Business,Technology adoption,5.9
belize,Belize,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,1.2
costa-rica,Costa Rica,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,2.6
el-salvador,El Salvador,Americas,Latin America and the Caribbean,Lower middle income,Business,Technology adoption,5.2
guatemala,Guatemala,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,4.7
honduras,Honduras,Americas,Latin America and the Caribbean,Lower middle income,Business,Technology adoption,5.3
mexico,Mexico,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,5.6
nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Lower middle income,Business,Technology adoption,2.1
panama,Panama,Americas,Latin America and the Caribbean,High income,Business,Technology adoption,5.7
argentina,Argentina,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,6
bolivia-(plurinational-state-of),Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Lower middle income,Business,Technology adoption,1
bouvet-island,Bouvet Island,Americas,Latin America and the Caribbean,,Business,Technology adoption,3.7
brazil,Brazil,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,3.2
chile,Chile,Americas,Latin America and the Caribbean,High income,Business,Technology adoption,4.6
colombia,Colombia,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,1.8
ecuador,Ecuador,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,2
falkland-islands-(malvinas),Falkland Islands (Malvinas),Americas,Latin America and the Caribbean,,Business,Technology adoption,3.6
french-guiana,French Guiana,Americas,Latin America and the Caribbean,,Business,Technology adoption,4.2
guyana,Guyana,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,1.3
paraguay,Paraguay,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,3.3
peru,Peru,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,5.3
south-georgia-and-the-south-sandwich-islands,South Georgia and the South Sandwich Islands,Americas,Latin America and the Caribbean,,Business,Technology adoption,4.8
suriname,Suriname,Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,3.6
uruguay,Uruguay,Americas,Latin America and the Caribbean,High income,Business,Technology adoption,1.3
venezuela-(bolivarian-republic-of),Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Upper middle income,Business,Technology adoption,5.8
bermuda,Bermuda,Americas,Northern America,High income,Business,Technology adoption,4.6
canada,Canada,Americas,Northern America,High income,Business,Technology adoption,4.8
greenland,Greenland,Americas,Northern America,High income,Business,Technology adoption,2.9
saint-pierre-and-miquelon,Saint Pierre and Miquelon,Americas,Northern America,,Business,Technology adoption,5.4
united-states-of-america,United States of America,Americas,Northern America,High income,Business,Technology adoption,1.8
kazakhstan,Kazakhstan,Asia,Central Asia,Upper middle income,Business,Technology adoption,2.2
kyrgyzstan,Kyrgyzstan,Asia,Central Asia,Lower middle income,Business,Technology adoption,3.6
tajikistan,Tajikistan,Asia,Central Asia,Low income,Business,Technology adoption,3.2
turkmenistan,Turkmenistan,Asia,Central Asia,Upper middle income,Business,Technology adoption,2.8
uzbekistan,Uzbekistan,Asia,Central Asia,Lower middle income,Business,Technology adoption,2.1
china,China,Asia,Eastern Asia,Upper middle income,Business,Technology adoption,2.4
china,China,Asia,Eastern Asia,Upper middle income,Business,Technology adoption,5
china,China,Asia,Eastern Asia,Upper middle income,Business,Technology adoption,2.2
democratic-people's-republic-of-korea,Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,Business,Technology adoption,4.7
japan,Japan,Asia,Eastern Asia,High income,Business,Technology adoption,2.4
mongolia,Mongolia,Asia,Eastern Asia,Lower middle income,Business,Technology adoption,1
republic-of-korea,Republic of Korea,Asia,Eastern Asia,High income,Business,Technology adoption,1.3
brunei-darussalam,Brunei Darussalam,Asia,South-eastern Asia,High income,Business,Technology adoption,4.3
cambodia,Cambodia,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,5.2
indonesia,Indonesia,Asia,South-eastern Asia,Upper middle income,Business,Technology adoption,4.2
lao-people's-democratic-republic,Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,1.5
malaysia,Malaysia,Asia,South-eastern Asia,Upper middle income,Business,Technology adoption,4.1
myanmar,Myanmar,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,1.4
philippines,Philippines,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,1.2
singapore,Singapore,Asia,South-eastern Asia,High income,Business,Technology adoption,4.6
thailand,Thailand,Asia,South-eastern Asia,Upper middle income,Business,Technology adoption,5.9
timor-leste,Timor-Leste,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,2.7
viet-nam,Viet Nam,Asia,South-eastern Asia,Lower middle income,Business,Technology adoption,5.4
afghanistan,Afghanistan,Asia,Southern Asia,Low income,Business,Technology adoption,1.5
bangladesh,Bangladesh,Asia,Southern Asia,Lower middle income,Business,Technology adoption,2.5
bhutan,Bhutan,Asia,Southern Asia,Lower middle income,Business,Technology adoption,5.2
india,India,Asia,Southern Asia,Lower middle income,Business,Technology adoption,3
iran-(islamic-republic-of),Iran (Islamic Republic of),Asia,Southern Asia,Upper middle income,Business,Technology adoption,5
maldives,Maldives,Asia,Southern Asia,Upper middle income,Business,Technology adoption,2.6
nepal,Nepal,Asia,Southern Asia,Lower middle income,Business,Technology adoption,2.7
pakistan,Pakistan,Asia,Southern Asia,Lower middle income,Business,Technology adoption,3.4
sri-lanka,Sri Lanka,Asia,Southern Asia,Lower middle income,Business,Technology adoption,4.8
armenia,Armenia,Asia,Western Asia,Upper middle income,Business,Technology adoption,1.6
azerbaijan,Azerbaijan,Asia,Western Asia,Upper middle income,Business,Technology adoption,4.3
bahrain,Bahrain,Asia,Western Asia,High income,Business,Technology adoption,5.6
cyprus,Cyprus,Asia,Western Asia,High income,Business,Technology adoption,3.7
georgia,Georgia,Asia,Western Asia,Upper middle income,Business,Technology adoption,3.7
iraq,Iraq,Asia,Western Asia,Upper middle income,Business,Technology adoption,4.3
israel,Israel,Asia,Western Asia,High income,Business,Technology adoption,5.9
jordan,Jordan,Asia,Western Asia,Upper middle income,Business,Technology adoption,2.3
kuwait,Kuwait,Asia,Western Asia,High income,Business,Technology adoption,5.9
lebanon,Lebanon,Asia,Western Asia,Upper middle income,Business,Technology adoption,3.4
oman,Oman,Asia,Western Asia,High income,Business,Technology adoption,2.9
qatar,Qatar,Asia,Western Asia,High income,Business,Technology adoption,5.5
saudi-arabia,Saudi Arabia,Asia,Western Asia,High income,Business,Technology adoption,6
state-of-palestine,State of Palestine,Asia,Western Asia,Lower middle income,Business,Technology adoption,4.8
syrian-arab-republic,Syrian Arab Republic,Asia,Western Asia,Low income,Business,Technology adoption,2.6
turkey,Turkey,Asia,Western Asia,Upper middle income,Business,Technology adoption,1.6
united-arab-emirates,United Arab Emirates,Asia,Western Asia,High income,Business,Technology adoption,2.5
yemen,Yemen,Asia,Western Asia,Low income,Business,Technology adoption,5.8
belarus,Belarus,Europe,Eastern Europe,Upper middle income,Business,Technology adoption,1.3
bulgaria,Bulgaria,Europe,Eastern Europe,Upper middle income,Business,Technology adoption,5.1
czechia,Czechia,Europe,Eastern Europe,High income,Business,Technology adoption,2.4
hungary,Hungary,Europe,Eastern Europe,High income,Business,Technology adoption,4.4
poland,Poland,Europe,Eastern Europe,High income,Business,Technology adoption,5
republic-of-moldova,Republic of Moldova,Europe,Eastern Europe,Lower middle income,Business,Technology adoption,5
romania,Romania,Europe,Eastern Europe,High income,Business,Technology adoption,4.9
russian-federation,Russian Federation,Europe,Eastern Europe,Upper middle income,Business,Technology adoption,5.2
slovakia,Slovakia,Europe,Eastern Europe,High income,Business,Technology adoption,4.4
ukraine,Ukraine,Europe,Eastern Europe,Lower middle income,Business,Technology adoption,1.3
åland-islands,Åland Islands,Europe,Northern Europe,,Business,Technology adoption,4.7
guernsey,Guernsey,Europe,Northern Europe,,Business,Technology adoption,2.3
jersey,Jersey,Europe,Northern Europe,,Business,Technology adoption,2
sark,Sark,Europe,Northern Europe,,Business,Technology adoption,3.1
denmark,Denmark,Europe,Northern Europe,High income,Business,Technology adoption,1.6
estonia,Estonia,Europe,Northern Europe,High income,Business,Technology adoption,2.1
faroe-islands,Faroe Islands,Europe,Northern Europe,High income,Business,Technology adoption,3.2
finland,Finland,Europe,Northern Europe,High income,Business,Technology adoption,3.6
iceland,Iceland,Europe,Northern Europe,High income,Business,Technology adoption,5.3
ireland,Ireland,Europe,Northern Europe,High income,Business,Technology adoption,4.1
isle-of-man,Isle of Man,Europe,Northern Europe,High income,Business,Technology adoption,1.1
latvia,Latvia,Europe,Northern Europe,High income,Business,Technology adoption,1.5
lithuania,Lithuania,Europe,Northern Europe,High income,Business,Technology adoption,1.6
norway,Norway,Europe,Northern Europe,High income,Business,Technology adoption,2.9
svalbard-and-jan-mayen-islands,Svalbard and Jan Mayen Islands,Europe,Northern Europe,,Business,Technology adoption,3.9
sweden,Sweden,Europe,Northern Europe,High income,Business,Technology adoption,4.2
united-kingdom-of-great-britain-and-northern-ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,Business,Technology adoption,2.5
albania,Albania,Europe,Southern Europe,Upper middle income,Business,Technology adoption,1.7
andorra,Andorra,Europe,Southern Europe,High income,Business,Technology adoption,2.6
bosnia-and-herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,Upper middle income,Business,Technology adoption,5.6
croatia,Croatia,Europe,Southern Europe,High income,Business,Technology adoption,5.2
gibraltar,Gibraltar,Europe,Southern Europe,High income,Business,Technology adoption,5.3
greece,Greece,Europe,Southern Europe,High income,Business,Technology adoption,4.5
holy-see,Holy See,Europe,Southern Europe,,Business,Technology adoption,3.6
italy,Italy,Europe,Southern Europe,High income,Business,Technology adoption,2.5
malta,Malta,Europe,Southern Europe,High income,Business,Technology adoption,4.2
montenegro,Montenegro,Europe,Southern Europe,Upper middle income,Business,Technology adoption,2.5
north-macedonia,North Macedonia,Europe,Southern Europe,Upper middle income,Business,Technology adoption,1.6
portugal,Portugal,Europe,Southern Europe,High income,Business,Technology adoption,3
san-marino,San Marino,Europe,Southern Europe,High income,Business,Technology adoption,2.3
serbia,Serbia,Europe,Southern Europe,Upper middle income,Business,Technology adoption,4.2
slovenia,Slovenia,Europe,Southern Europe,High income,Business,Technology adoption,5.7
spain,Spain,Europe,Southern Europe,High income,Business,Technology adoption,1
austria,Austria,Europe,Western Europe,High income,Business,Technology adoption,2.5
belgium,Belgium,Europe,Western Europe,High income,Business,Technology adoption,1.1
france,France,Europe,Western Europe,High income,Business,Technology adoption,6
germany,Germany,Europe,Western Europe,High income,Business,Technology adoption,1.5
liechtenstein,Liechtenstein,Europe,Western Europe,High income,Business,Technology adoption,5.7
luxembourg,Luxembourg,Europe,Western Europe,High income,Business,Technology adoption,4.2
monaco,Monaco,Europe,Western Europe,High income,Business,Technology adoption,1.2
netherlands,Netherlands,Europe,Western Europe,High income,Business,Technology adoption,3.9
switzerland,Switzerland,Europe,Western Europe,High income,Business,Technology adoption,3.6
australia,Australia,Oceania,Australia and New Zealand,High income,Business,Technology adoption,4.4
christmas-island,Christmas Island,Oceania,Australia and New Zealand,,Business,Technology adoption,1.3
cocos-(keeling)-islands,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,Business,Technology adoption,2.9
heard-island-and-mcdonald-islands,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,Business,Technology adoption,2.2
new-zealand,New Zealand,Oceania,Australia and New Zealand,High income,Business,Technology adoption,3.2
norfolk-island,Norfolk Island,Oceania,Australia and New Zealand,,Business,Technology adoption,4.6
fiji,Fiji,Oceania,Melanesia,Upper middle income,Business,Technology adoption,1.6
new-caledonia,New Caledonia,Oceania,Melanesia,High income,Business,Technology adoption,5.2
papua-new-guinea,Papua New Guinea,Oceania,Melanesia,Lower middle income,Business,Technology adoption,2.4
solomon-islands,Solomon Islands,Oceania,Melanesia,Lower middle income,Business,Technology adoption,1.5
vanuatu,Vanuatu,Oceania,Melanesia,Lower middle income,Business,Technology adoption,1.9
guam,Guam,Oceania,Micronesia,High income,Business,Technology adoption,2.8
kiribati,Kiribati,Oceania,Micronesia,Lower middle income,Business,Technology adoption,5.9
marshall-islands,Marshall Islands,Oceania,Micronesia,Upper middle income,Business,Technology adoption,4.5
micronesia-(federated-states-of),Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,Business,Technology adoption,2.8
nauru,Nauru,Oceania,Micronesia,High income,Business,Technology adoption,3.9
northern-mariana-islands,Northern Mariana Islands,Oceania,Micronesia,High income,Business,Technology adoption,5.5
palau,Palau,Oceania,Micronesia,High income,Business,Technology adoption,5.9
united-states-minor-outlying-islands,United States Minor Outlying Islands,Oceania,Micronesia,,Business,Technology adoption,4.9
american-samoa,American Samoa,Oceania,Polynesia,Upper middle income,Business,Technology adoption,4
cook-islands,Cook Islands,Oceania,Polynesia,,Business,Technology adoption,1.3
french-polynesia,French Polynesia,Oceania,Polynesia,High income,Business,Technology adoption,1.6
niue,Niue,Oceania,Polynesia,,Business,Technology adoption,1
pitcairn,Pitcairn,Oceania,Polynesia,,Business,Technology adoption,5.4
samoa,Samoa,Oceania,Polynesia,Upper middle income,Business,Technology adoption,3.4
tokelau,Tokelau,Oceania,Polynesia,,Business,Technology adoption,4.8
tonga,Tonga,Oceania,Polynesia,Upper middle income,Business,Technology adoption,4.1
tuvalu,Tuvalu,Oceania,Polynesia,Upper middle income,Business,Technology adoption,5.6
wallis-and-futuna-islands,Wallis and Futuna Islands,Oceania,Polynesia,,Business,Technology adoption,4.8
algeria,Algeria,Africa,Northern Africa,Lower middle income,Business,Financing incentives,1
egypt,Egypt,Africa,Northern Africa,Lower middle income,Business,Financing incentives,5.2
libya,Libya,Africa,Northern Africa,Upper middle income,Business,Financing incentives,1.4
morocco,Morocco,Africa,Northern Africa,Lower middle income,Business,Financing incentives,1.7
