,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar,Unnamed: 0
91,Cameroon,2021.0,% of population using Facebook,9.92,1.495008,True,Usage and ownership,
92,Palestine,2021.0,% of population using Facebook,51.25,3.557375,True,Usage and ownership,
93,Oman,2021.0,% of population using Facebook,50.46,3.5179540000000005,True,Usage and ownership,
94,Yemen,2021.0,% of population using Facebook,8.37,1.417663,True,Usage and ownership,
95,Georgia,2021.0,% of population using Facebook,63.42,4.164658,True,Usage and ownership,
96,Nicaragua,2021.0,% of population using Facebook,37.3,2.86127,True,Usage and ownership,
97,Uganda,2021.0,% of population using Facebook,5.24,1.261476,True,Usage and ownership,
98,Mozambique,2021.0,% of population using Facebook,7.61,1.379739,True,Usage and ownership,
99,Kyrgyzstan,2021.0,% of population using Facebook,36.48,2.820352,True,Usage and ownership,
100,Uruguay,2021.0,% of population using Facebook,68.87,4.436613,True,Usage and ownership,
101,Madagascar,2021.0,% of population using Facebook,8.15,1.406685,True,Usage and ownership,
102,Zambia,2021.0,% of population using Facebook,11.91,1.594309,True,Usage and ownership,
103,Angola,2021.0,% of population using Facebook,6.61,1.329839,True,Usage and ownership,
104,Mongolia,2021.0,% of population using Facebook,67.08,4.347292,True,Usage and ownership,
105,Puerto Rico,2021.0,% of population using Facebook,74.26,4.705574,True,Usage and ownership,
106,Guinea,2021.0,% of population using Facebook,14.88,1.742512,True,Usage and ownership,
107,Panama,2021.0,% of population using Facebook,45.64,3.277436,True,Usage and ownership,
108,Azerbaijan,2021.0,% of population using Facebook,18.14,1.905186,True,Usage and ownership,
109,Croatia,2021.0,% of population using Facebook,44.1,3.20059,True,Usage and ownership,
110,Haiti,2021.0,% of population using Facebook,15.6,1.7784400000000002,True,Usage and ownership,
111,Mali,2021.0,% of population using Facebook,8.01,1.399699,True,Usage and ownership,
112,Somalia,2021.0,% of population using Facebook,10.19,1.5084810000000002,True,Usage and ownership,
113,Bosnia and Herzegovina,2021.0,% of population using Facebook,45.97,3.293903,True,Usage and ownership,
114,Lithuania,2021.0,% of population using Facebook,52.04,3.596796,True,Usage and ownership,
115,Albania,2021.0,% of population using Facebook,48.73,3.431627,True,Usage and ownership,
116,Bahrain,2021.0,% of population using Facebook,77.37,4.860763,True,Usage and ownership,
117,China,2021.0,% of population using Facebook,0.09,1.004491,True,Usage and ownership,
118,Sudan,2021.0,% of population using Facebook,2.89,1.144211,True,Usage and ownership,
119,Armenia,2021.0,% of population using Facebook,42.18,3.104782,True,Usage and ownership,
120,Jamaica,2021.0,% of population using Facebook,37.0,2.8463000000000003,True,Usage and ownership,
121,Zimbabwe,2021.0,% of population using Facebook,6.59,1.3288410000000002,True,Usage and ownership,
122,Benin,2021.0,% of population using Facebook,7.39,1.368761,True,Usage and ownership,
123,Slovenia,2021.0,% of population using Facebook,43.77,3.184123,True,Usage and ownership,
124,Cyprus,2021.0,% of population using Facebook,71.55,4.570345,True,Usage and ownership,
125,Mauritius,2021.0,% of population using Facebook,66.93,4.339807,True,Usage and ownership,
126,Burkina Faso,2021.0,% of population using Facebook,3.91,1.195109,True,Usage and ownership,
127,Botswana,2021.0,% of population using Facebook,34.63,2.7280370000000005,True,Usage and ownership,
128,Moldova,2021.0,% of population using Facebook,19.88,1.992012,True,Usage and ownership,
129,Mauritania,2021.0,% of population using Facebook,16.69,1.832831,True,Usage and ownership,
130,Gabon,2021.0,% of population using Facebook,32.6,2.62674,True,Usage and ownership,
131,Latvia,2021.0,% of population using Facebook,39.64,2.9780360000000003,True,Usage and ownership,
132,Republic of the Congo,2021.0,% of population using Facebook,12.95,1.646205,True,Usage and ownership,
133,Trinidad and Tobago,2021.0,% of population using Facebook,49.89,3.4895110000000003,True,Usage and ownership,
134,Sierra Leone,2021.0,% of population using Facebook,8.52,1.425148,True,Usage and ownership,
135,Namibia,2021.0,% of population using Facebook,26.76,2.335324,True,Usage and ownership,
136,Papua New Guinea,2021.0,% of population using Facebook,7.35,1.366765,True,Usage and ownership,
137,Togo,2021.0,% of population using Facebook,7.76,1.387224,True,Usage and ownership,
138,Tajikistan,2021.0,% of population using Facebook,6.62,1.330338,True,Usage and ownership,
139,Estonia,2021.0,% of population using Facebook,46.79,3.334821,True,Usage and ownership,
140,Rwanda,2021.0,% of population using Facebook,4.46,1.222554,True,Usage and ownership,
141,Reunion,2021.0,% of population using Facebook,60.31,4.009469,True,Usage and ownership,
142,Liberia,2021.0,% of population using Facebook,10.37,1.517463,True,Usage and ownership,
143,Malawi,2021.0,% of population using Facebook,2.55,1.127245,True,Usage and ownership,
144,Niger,2021.0,% of population using Facebook,1.99,1.099301,True,Usage and ownership,
145,Fiji,2021.0,% of population using Facebook,52.05,3.597295,True,Usage and ownership,
146,Burundi,2021.0,% of population using Facebook,3.67,1.183133,True,Usage and ownership,
147,Lesotho,2021.0,% of population using Facebook,20.64,2.029936,True,Usage and ownership,
148,Bhutan,2021.0,% of population using Facebook,52.96,3.642704,True,Usage and ownership,
149,Macau,2021.0,% of population using Facebook,61.84,4.085816,True,Usage and ownership,
150,Brunei,2021.0,% of population using Facebook,90.54,5.517946,True,Usage and ownership,
151,Timor-Leste,2021.0,% of population using Facebook,29.02,2.448098,True,Usage and ownership,
152,Maldives,2021.0,% of population using Facebook,68.95,4.440605000000001,True,Usage and ownership,
153,Gambia,2021.0,% of population using Facebook,14.88,1.742512,True,Usage and ownership,
154,Guyana,2021.0,% of population using Facebook,45.57,3.273943,True,Usage and ownership,
155,Chad,2021.0,% of population using Facebook,1.94,1.096806,True,Usage and ownership,
156,Malta,2021.0,% of population using Facebook,72.23,4.604277,True,Usage and ownership,
157,Montenegro,2021.0,% of population using Facebook,50.96,3.542904,True,Usage and ownership,
158,Luxembourg,2021.0,% of population using Facebook,50.39,3.514461,True,Usage and ownership,
159,Suriname,2021.0,% of population using Facebook,52.36,3.612764,True,Usage and ownership,
160,South Sudan,2021.0,% of population using Facebook,2.49,1.124251,True,Usage and ownership,
161,Eswatini,2021.0,% of population using Facebook,21.77,2.086323,True,Usage and ownership,
162,Iceland,2021.0,% of population using Facebook,72.89,4.637211000000001,True,Usage and ownership,
163,Cape Verde,2021.0,% of population using Facebook,42.7,3.13073,True,Usage and ownership,
164,Bahamas,2021.0,% of population using Facebook,55.42,3.7654580000000006,True,Usage and ownership,
165,Guadeloupe,2021.0,% of population using Facebook,55.0,3.7445,True,Usage and ownership,
166,Djibouti,2021.0,% of population using Facebook,21.13,2.054387,True,Usage and ownership,
167,Belize,2021.0,% of population using Facebook,49.38,3.464062,True,Usage and ownership,
168,Comoros,2021.0,% of population using Facebook,20.1,2.00299,True,Usage and ownership,
169,Martinique,2021.0,% of population using Facebook,45.33,3.261967,True,Usage and ownership,
170,Barbados,2021.0,% of population using Facebook,55.56,3.772444000000001,True,Usage and ownership,
171,French Polynesia,2021.0,% of population using Facebook,53.0,3.6447,True,Usage and ownership,
172,New Caledonia,2021.0,% of population using Facebook,52.08,3.5987920000000004,True,Usage and ownership,
173,Guinea-Bissau,2021.0,% of population using Facebook,6.95,1.346805,True,Usage and ownership,
174,Central African Republic,2021.0,% of population using Facebook,2.48,1.123752,True,Usage and ownership,
175,Curacao,2021.0,% of population using Facebook,72.73,4.629227,True,Usage and ownership,
176,Guam,2021.0,% of population using Facebook,64.71,4.229029,True,Usage and ownership,
177,French Guiana,2021.0,% of population using Facebook,35.95,2.7939050000000005,True,Usage and ownership,
178,Equatorial Guinea,2021.0,% of population using Facebook,6.94,1.346306,True,Usage and ownership,
179,Samoa,2021.0,% of population using Facebook,47.0,3.3453,True,Usage and ownership,
180,Saint Lucia,2021.0,% of population using Facebook,50.0,3.495,True,Usage and ownership,
181,Mayotte,2021.0,% of population using Facebook,32.64,2.628736,True,Usage and ownership,
182,Aruba,2021.0,% of population using Facebook,85.05,5.243995,True,Usage and ownership,
183,Seychelles,2021.0,% of population using Facebook,71.72,4.578828,True,Usage and ownership,
184,Turkmenistan,2021.0,% of population using Facebook,1.1,1.05489,True,Usage and ownership,
185,Vanuatu,2021.0,% of population using Facebook,20.06,2.000994,True,Usage and ownership,
186,Antigua and Barbuda,2021.0,% of population using Facebook,62.63,4.125237,True,Usage and ownership,
187,Grenada,2021.0,% of population using Facebook,54.87,3.738013000000001,True,Usage and ownership,
188,Saint Vincent and the Grenadines,2021.0,% of population using Facebook,54.95,3.742005,True,Usage and ownership,
189,Sao Tome and Principe,2021.0,% of population using Facebook,26.19,2.306881,True,Usage and ownership,
190,Tonga,2021.0,% of population using Facebook,50.47,3.518453,True,Usage and ownership,
191,Isle of Man,2021.0,% of population using Facebook,58.82,3.935118,True,Usage and ownership,
192,Cayman Islands,2021.0,% of population using Facebook,72.73,4.629227,True,Usage and ownership,
193,Andorra,2021.0,% of population using Facebook,54.55,3.722045,True,Usage and ownership,
194,Bermuda,2021.0,% of population using Facebook,62.9,4.13871,True,Usage and ownership,
195,Dominica,2021.0,% of population using Facebook,54.17,3.703083,True,Usage and ownership,
196,Greenland,2021.0,% of population using Facebook,66.67,4.326833000000001,True,Usage and ownership,
197,Northern Mariana Islands,2021.0,% of population using Facebook,62.07,4.0972930000000005,True,Usage and ownership,
198,Saint Kitts and Nevis,2021.0,% of population using Facebook,64.81,4.234019,True,Usage and ownership,
199,Faroe Islands,2021.0,% of population using Facebook,67.35,4.360765000000001,True,Usage and ownership,
200,Sint Maarten,2021.0,% of population using Facebook,72.09,4.597291,True,Usage and ownership,
201,Kiribati,2021.0,% of population using Facebook,24.79,2.237021,True,Usage and ownership,
202,Western Sahara,2021.0,% of population using Facebook,4.41,1.220059,True,Usage and ownership,
203,Turks and Caicos Islands,2021.0,% of population using Facebook,64.1,4.198589999999999,True,Usage and ownership,
204,Gibraltar,2021.0,% of population using Facebook,67.65,4.375735000000001,True,Usage and ownership,
205,American Samoa,2021.0,% of population using Facebook,40.0,2.9960000000000004,True,Usage and ownership,
206,United States Virgin Islands,2021.0,% of population using Facebook,21.15,2.055385,True,Usage and ownership,
207,Eritrea,2021.0,% of population using Facebook,0.61,1.030439,True,Usage and ownership,
208,Micronesia,2021.0,% of population using Facebook,18.1,1.90319,True,Usage and ownership,
209,Marshall Islands,2021.0,% of population using Facebook,33.33,2.663167,True,Usage and ownership,
210,Saint Martin,2021.0,% of population using Facebook,38.46,2.919154,True,Usage and ownership,
211,Liechtenstein,2021.0,% of population using Facebook,36.84,2.8383160000000003,True,Usage and ownership,
212,North Korea,2021.0,% of population using Facebook,0.05,1.002495,True,Usage and ownership,
213,Monaco,2021.0,% of population using Facebook,32.5,2.62175,True,Usage and ownership,
214,British Virgin Islands,2021.0,% of population using Facebook,40.0,2.9960000000000004,True,Usage and ownership,
215,Anguilla,2021.0,% of population using Facebook,60.0,3.994,True,Usage and ownership,
216,Cook Islands,2021.0,% of population using Facebook,47.78,3.384222,True,Usage and ownership,
217,San Marino,2021.0,% of population using Facebook,23.24,2.159676,True,Usage and ownership,
218,Palau,2021.0,% of population using Facebook,32.22,2.607778,True,Usage and ownership,
219,Nauru,2021.0,% of population using Facebook,30.91,2.542409,True,Usage and ownership,
220,Wallis and Futuna,2021.0,% of population using Facebook,30.91,2.542409,True,Usage and ownership,
221,Falkland Islands,2021.0,% of population using Facebook,77.5,4.86725,True,Usage and ownership,
222,Montserrat,2021.0,% of population using Facebook,52.0,3.5948,True,Usage and ownership,
