Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Tanzania,TZA,Rule of Law: Estimate,RL.EST,-0.3467303,-0.3429467,-0.2493649,-0.3558988,-0.2792704,-0.4421358,-0.3729367,-0.3487118,-0.4803365,-0.4856119,-0.5114937,-0.5293741,-0.4729642,-0.3951241,-0.3717657
Tanzania,TZA,Rule of Law: Percentile Rank,RL.PER.RNK,42.07921,42.07921,45.54456,42.10526,44.97608,41.14833,43.0622,42.78846,38.86256,37.91469,36.61972,38.02817,40.37559,39.90385,42.30769
Tanzania,TZA,Rule of Law: Number of Sources,RL.NO.SRC,8,11,12,13,14,16,16,16,17,17,17,18,18,16,16
Thailand,THA,Rule of Law: Estimate,RL.EST,0.5811126,0.3843653,0.1621313,0.1063597,0.0458365,-0.0557727,-0.1189613,-0.1402466,-0.2301871,-0.2047026,-0.2039137,-0.151088,-0.1205349,-0.1913677,-0.1477084
Thailand,THA,Rule of Law: Percentile Rank,RL.PER.RNK,68.31683,63.86139,59.90099,57.41627,55.98086,52.63158,51.67464,50.96154,47.39336,48.34123,49.29578,50.23474,51.64319,48.55769,50.96154
Thailand,THA,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,13,13,15,16,16,16,15,16,16,16,14,14
Timor-Leste,TLS,Rule of Law: Estimate,RL.EST,0.292264,-0.8275248,-0.5266637,-0.6868412,-0.5022837,-1.094152,-1.192855,-1.046781,-1.186103,-1.1671,-1.175507,-1.144922,-1.208458,-1.121553,-1.121527
Timor-Leste,TLS,Rule of Law: Percentile Rank,RL.PER.RNK,61.38614,24.25743,35.14851,29.1866,37.79904,12.44019,11.48325,14.42308,11.37441,11.84834,13.14554,10.79812,10.79812,10.57692,11.05769
Timor-Leste,TLS,Rule of Law: Number of Sources,RL.NO.SRC,2,3,5,7,7,8,10,11,12,11,11,11,11,9,8
Togo,TGO,Rule of Law: Estimate,RL.EST,-0.7018173,-0.7837297,-0.9295806,-1.11496,-1.079883,-0.9426323,-0.9231722,-0.8251987,-0.8823795,-0.9222333,-0.878151,-0.9280179,-0.9734945,-0.8572161,-0.7994739
Togo,TGO,Rule of Law: Percentile Rank,RL.PER.RNK,29.20792,25.74257,17.82178,14.35407,15.311,19.61723,20.09569,22.11539,20.37915,19.43128,22.06573,18.77934,16.90141,20.19231,23.07692
Togo,TGO,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,10,10,12,12,12,12,13,14,14,15,14,14
Tonga,TON,Rule of Law: Estimate,RL.EST,0.2412006,0.1594864,-0.2755337,0.0660378,0.529748,0.5859073,0.4569988,0.0736315,-0.0890908,0.0694312,-0.0166459,-0.0375959,-0.0054401,-0.1458873,-0.2008553
Tonga,TON,Rule of Law: Percentile Rank,RL.PER.RNK,59.90099,58.41584,45.0495,55.98086,64.5933,66.98565,63.63636,55.76923,53.08057,57.8199,53.99061,53.99061,54.46009,51.44231,48.55769
Tonga,TON,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,4,4,5,6,7,7,7,7,5,6
Trinidad and Tobago,TTO,Rule of Law: Estimate,RL.EST,0.4542841,0.4608893,0.2765765,0.0212763,-0.0047945,-0.1949396,-0.1273649,-0.1888208,-0.1783881,-0.1693626,-0.1539596,-0.1411396,-0.1684937,-0.0908053,-0.116
Trinidad and Tobago,TTO,Rule of Law: Percentile Rank,RL.PER.RNK,65.34653,65.84158,61.88119,53.58852,54.06699,49.76077,51.19617,49.51923,50.23697,50.7109,50.23474,50.70422,49.76526,53.36538,52.88462
Trinidad and Tobago,TTO,Rule of Law: Number of Sources,RL.NO.SRC,8,8,8,9,9,10,10,10,10,11,11,12,12,11,12
Tunisia,TUN,Rule of Law: Estimate,RL.EST,-0.2158194,-0.1219749,-0.143253,0.0473621,-0.0129396,0.1136479,0.0857512,0.0725158,0.1295527,0.06171,-0.1321608,-0.1293651,-0.1892484,-0.1096773,-0.0660858
Tunisia,TUN,Rule of Law: Percentile Rank,RL.PER.RNK,43.56436,49.50495,48.0198,55.50239,53.58852,56.45933,55.50239,55.28846,59.24171,57.34597,50.70422,51.17371,49.29578,52.88462,55.28846
Tunisia,TUN,Rule of Law: Number of Sources,RL.NO.SRC,8,10,10,12,13,13,14,15,15,15,16,16,18,16,16
Turkey,TUR,Rule of Law: Estimate,RL.EST,-0.0117943,-0.0273652,0.1510643,0.1262435,0.1597313,0.0482519,0.021233,0.0830613,0.1048895,0.1106539,0.0747821,0.0363039,0.0669589,0.0051234,-0.1130232
Turkey,TUR,Rule of Law: Percentile Rank,RL.PER.RNK,50.49505,52.47525,59.40594,58.37321,58.37321,55.50239,54.06699,56.73077,57.8199,58.76777,57.74648,57.277,55.86855,57.21154,53.36538
Turkey,TUR,Rule of Law: Number of Sources,RL.NO.SRC,11,12,12,14,14,16,16,17,17,17,18,18,17,15,15
Turkmenistan,TKM,Rule of Law: Estimate,RL.EST,-1.328344,-1.410016,-1.421892,-1.634046,-1.614356,-1.640511,-1.57191,-1.471751,-1.470047,-1.487263,-1.4569,-1.402658,-1.386667,-1.364572,-1.417836
Turkmenistan,TKM,Rule of Law: Percentile Rank,RL.PER.RNK,8.415842,5.940594,5.940594,3.349282,3.349282,1.913876,2.870813,4.326923,4.265403,3.791469,2.816901,5.164319,5.164319,5.288462,5.288462
Turkmenistan,TKM,Rule of Law: Number of Sources,RL.NO.SRC,6,7,7,7,8,8,8,9,9,9,9,11,11,10,10
Tuvalu,TUV,Rule of Law: Estimate,RL.EST,1.36209,1.372405,1.297973,0.8818525,1.272245,1.090415,1.004729,0.9869859,1.022784,0.9992765,0.4738082,0.4614718,0.4851975,0.3736324,0.3570333
Tuvalu,TUV,Rule of Law: Percentile Rank,RL.PER.RNK,89.10891,88.61386,87.62376,77.03349,88.51675,86.60287,82.29665,82.21154,82.93839,81.04266,64.31925,64.31925,65.25822,66.82692,65.38461
Tuvalu,TUV,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,3,3,3,3,3,3,3,4,4,4,3,3
Uganda,UGA,Rule of Law: Estimate,RL.EST,-0.7861758,-0.6100843,-0.4921862,-0.6303878,-0.5808566,-0.3265081,-0.3595873,-0.3514538,-0.4143902,-0.3979646,-0.3606754,-0.348162,-0.341282,-0.3883801,-0.3902235
Uganda,UGA,Rule of Law: Percentile Rank,RL.PER.RNK,26.73267,33.66337,37.62376,33.01435,34.44976,44.97608,44.49761,42.30769,41.70616,42.1801,44.13145,45.53991,45.07042,40.38462,40.86538
Uganda,UGA,Rule of Law: Number of Sources,RL.NO.SRC,9,11,13,14,14,17,17,17,17,17,18,18,18,16,16
Ukraine,UKR,Rule of Law: Estimate,RL.EST,-1.108805,-0.8077896,-0.7810804,-0.7571768,-0.7788848,-0.7957069,-0.7269635,-0.6813426,-0.7587808,-0.8076395,-0.8187957,-0.7828971,-0.8044757,-0.7909716,-0.8135505
Ukraine,UKR,Rule of Law: Percentile Rank,RL.PER.RNK,14.35644,24.75248,25.24752,26.31579,27.27273,24.88038,27.27273,27.40385,27.01422,25.11848,23.94366,26.29108,23.94366,23.07692,22.11539
Ukraine,UKR,Rule of Law: Number of Sources,RL.NO.SRC,11,12,12,12,12,14,16,16,16,16,17,17,16,15,15
United Arab Emirates,ARE,Rule of Law: Estimate,RL.EST,0.6768382,0.726275,0.5707978,0.4443081,0.398343,0.3199202,0.2850381,0.4243076,0.4048463,0.3230195,0.5047757,0.5395103,0.6190236,0.6522272,0.6408681
United Arab Emirates,ARE,Rule of Law: Percentile Rank,RL.PER.RNK,72.77228,73.26733,67.82178,64.11483,61.24402,60.76555,59.33014,62.98077,63.03318,62.55924,65.25822,67.13615,69.01408,75,73.07692
United Arab Emirates,ARE,Rule of Law: Number of Sources,RL.NO.SRC,6,7,7,8,8,9,9,9,11,11,13,12,12,11,11
United Kingdom,GBR,Rule of Law: Estimate,RL.EST,1.696059,1.683822,1.704882,1.62652,1.569473,1.785749,1.737427,1.708199,1.738985,1.764103,1.650691,1.718676,1.705038,1.889571,1.81306
United Kingdom,GBR,Rule of Law: Percentile Rank,RL.PER.RNK,94.55446,94.0594,94.0594,93.30144,91.86603,95.69378,93.30144,93.26923,94.3128,94.78673,92.48827,92.95775,93.89671,94.71154,93.75
United Kingdom,GBR,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,11,11,11,11,12,12,12,11,11
United States,USA,Rule of Law: Estimate,RL.EST,1.592754,1.547646,1.590775,1.435955,1.539517,1.605403,1.627855,1.640027,1.59849,1.638103,1.600044,1.627279,1.557241,1.610473,1.596108
United States,USA,Rule of Law: Percentile Rank,RL.PER.RNK,93.06931,92.57426,93.06931,90.90909,91.38756,92.82297,91.86603,92.30769,91.94313,92.891,91.07981,91.54929,90.61033,89.90385,90.38461
United States,USA,Rule of Law: Number of Sources,RL.NO.SRC,8,8,8,8,8,12,12,12,13,13,14,14,13,12,12
Uruguay,URY,Rule of Law: Estimate,RL.EST,0.5904653,0.6840699,0.6623972,0.456652,0.4711445,0.5625108,0.6046594,0.5952185,0.7180718,0.7385979,0.6990169,0.5931783,0.5642819,0.7105753,0.712418
Uruguay,URY,Rule of Law: Percentile Rank,RL.PER.RNK,69.30693,71.28713,71.78218,64.5933,62.20096,66.50718,68.42105,69.71154,70.14218,71.09005,70.42254,67.60564,67.13615,75.96154,75
Uruguay,URY,Rule of Law: Number of Sources,RL.NO.SRC,9,10,10,12,12,14,14,13,15,15,15,16,16,15,15
Uzbekistan,UZB,Rule of Law: Estimate,RL.EST,-1.224758,-1.476941,-1.309614,-1.3179,-1.462433,-1.446826,-1.221515,-1.166035,-1.321667,-1.415972,-1.445822,-1.290211,-1.226673,-1.129662,-1.111205
Uzbekistan,UZB,Rule of Law: Percentile Rank,RL.PER.RNK,10.89109,4.950495,8.415842,8.133971,5.741627,4.784689,10.52632,11.05769,6.161138,4.739336,3.755868,7.981221,10.32864,10.09615,11.53846
Uzbekistan,UZB,Rule of Law: Number of Sources,RL.NO.SRC,8,11,11,11,11,13,13,13,13,13,14,15,15,14,14
Vanuatu,VUT,Rule of Law: Estimate,RL.EST,0.3880665,0.2508718,0.1132963,0.0698279,0.5135381,0.5475889,0.5561355,0.4633517,0.3978992,0.2635792,0.2747976,0.2845671,0.3093024,0.1786196,0.1041215
Vanuatu,VUT,Rule of Law: Percentile Rank,RL.PER.RNK,64.35644,59.90099,57.42574,56.45933,63.63636,66.02871,66.98565,64.42308,62.08531,62.08531,61.97183,61.97183,61.50235,63.94231,59.61538
Vanuatu,VUT,Rule of Law: Number of Sources,RL.NO.SRC,4,4,4,5,5,5,6,7,7,6,6,6,6,5,6
"Venezuela, RB",VEN,Rule of Law: Estimate,RL.EST,-0.8614165,-1.133338,-1.294148,-1.244032,-1.242444,-1.424685,-1.57443,-1.623528,-1.617913,-1.654282,-1.675726,-1.689822,-1.821133,-1.916324,-2.032368
"Venezuela, RB",VEN,Rule of Law: Percentile Rank,RL.PER.RNK,25.74257,14.35644,8.910892,10.52632,10.04785,5.263158,2.392344,1.923077,2.369668,1.421801,1.408451,0.4694836,0.4694836,0.4807692,0.4807692
"Venezuela, RB",VEN,Rule of Law: Number of Sources,RL.NO.SRC,10,12,13,14,14,17,17,17,18,18,19,19,18,16,16
Vietnam,VNM,Rule of Law: Estimate,RL.EST,-0.3624379,-0.6433961,-0.5810017,-0.5679131,-0.3248107,-0.5208681,-0.4924903,-0.4651269,-0.5400582,-0.591396,-0.5448946,-0.5515949,-0.5147952,-0.3598184,-0.339347
Vietnam,VNM,Rule of Law: Percentile Rank,RL.PER.RNK,41.08911,31.68317,32.17822,34.92823,44.01914,37.79904,38.27751,38.46154,36.96682,32.70142,34.74178,35.21127,39.90611,41.82692,43.75
Vietnam,VNM,Rule of Law: Number of Sources,RL.NO.SRC,10,11,12,13,13,16,16,16,16,16,17,17,16,14,14
Virgin Islands (U.S.),VIR,Rule of Law: Estimate,RL.EST,..,..,..,1.210085,1.11975,1.080184,0.8393938,0.8558134,0.8631719,0.8533528,0.8368333,0.8404392,0.848269,0.0188626,0.883742
Virgin Islands (U.S.),VIR,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,86.60287,85.64594,85.64594,77.03349,77.88461,77.25118,76.77725,76.05634,75.58685,76.52582,59.13462,78.84615
Virgin Islands (U.S.),VIR,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1
West Bank and Gaza,PSE,Rule of Law: Estimate,RL.EST,-0.0813147,-0.3343391,-0.0879315,-0.2631003,-0.3360529,-0.3856229,-0.6199759,-0.7558911,-0.3104111,-0.2045977,-0.4329117,-0.4421628,-0.3981653,-0.3852217,-0.5058523
West Bank and Gaza,PSE,Rule of Law: Percentile Rank,RL.PER.RNK,49.0099,42.57426,50,43.54067,43.0622,43.54067,31.57895,24.51923,45.49763,48.81517,42.723,41.78404,42.723,40.86538,36.05769
West Bank and Gaza,PSE,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,3,3,4,4,4,5,5,5,5,4,4,4
"Yemen, Rep.",YEM,Rule of Law: Estimate,RL.EST,-1.45967,-1.534634,-1.213426,-1.220655,-1.259267,-1.035675,-0.966745,-0.9799252,-1.087096,-1.087339,-1.285474,-1.267264,-1.177236,-1.200265,-1.271078
"Yemen, Rep.",YEM,Rule of Law: Percentile Rank,RL.PER.RNK,3.465347,3.960396,10.89109,11.00478,9.090909,14.35407,17.22488,16.82692,14.69194,13.27014,7.981221,8.920188,11.26761,7.692307,7.211538
"Yemen, Rep.",YEM,Rule of Law: Number of Sources,RL.NO.SRC,7,8,9,11,11,14,14,14,14,14,15,14,13,11,9
Zambia,ZMB,Rule of Law: Estimate,RL.EST,-0.4819241,-0.3107055,-0.3904316,-0.489625,-0.5200992,-0.5396251,-0.5252391,-0.4080009,-0.4755372,-0.4902453,-0.4564317,-0.365196,-0.2675617,-0.236549,-0.229715
Zambia,ZMB,Rule of Law: Percentile Rank,RL.PER.RNK,36.13861,43.56436,41.58416,37.79904,36.36364,35.88517,35.88517,41.34615,40.28436,36.96682,40.84507,44.13145,46.47887,47.11538,47.11538
Zambia,ZMB,Rule of Law: Number of Sources,RL.NO.SRC,8,11,12,14,13,15,15,15,16,16,16,17,18,16,16
Zimbabwe,ZWE,Rule of Law: Estimate,RL.EST,-1.340581,-1.59286,-1.700848,-1.801661,-1.818298,-1.740026,-1.798533,-1.781623,-1.852296,-1.823194,-1.77967,-1.629983,-1.579165,-1.431254,-1.317532
Zimbabwe,ZWE,Rule of Law: Percentile Rank,RL.PER.RNK,7.920792,3.465347,0.990099,0.9569378,0.4784689,0.9569378,1.435407,0.9615384,0.4739336,0.9478673,0.9389671,1.877934,2.347418,4.807693,6.25
Zimbabwe,ZWE,Rule of Law: Number of Sources,RL.NO.SRC,9,12,13,14,14,17,17,17,17,17,17,18,18,15,16
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Data from database: Worldwide Governance Indicators,,,,,,,,,,,,,,,,,,
Last Updated: 09/28/2020,,,,,,,,,,,,,,,,,,
