SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",EST,Estonia,2017,2017,50.90434,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",MYS,Malaysia,2017,2017,59.4618,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",MYS,Malaysia,2018,2018,58.77882,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",CYP,Cyprus,2014,2014,36.81705,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",CYP,Cyprus,2015,2015,27.2044,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",CYP,Cyprus,2016,2016,23.21052,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MLT,Malta,2014,2014,40.37753,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MLT,Malta,2015,2015,34.1703,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MLT,Malta,2016,2016,29.93763,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MLT,Malta,2017,2017,33.37108,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",MYS,Malaysia,2017,2017,45.47725,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",MYS,Malaysia,2018,2018,45.98196,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",CYP,Cyprus,2014,2014,48.9126,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",CYP,Cyprus,2015,2015,47.97388,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",CYP,Cyprus,2016,2016,44.04975,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",SAU,Saudi Arabia,2017,2017,74.26916,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",SAU,Saudi Arabia,2018,2018,75.08157,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MEX,Mexico,2016,2016,19.8821,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MEX,Mexico,2017,2017,35.75982,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MEX,Mexico,2018,2018,22.22078,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",IRN,Iran (Islamic Republic of),2015,2015,1.45449,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",IRN,Iran (Islamic Republic of),2017,2017,1.57813,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",AZE,Azerbaijan,2014,2014,56.67874,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",AZE,Azerbaijan,2015,2015,57.8171,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",AZE,Azerbaijan,2016,2016,57.39049,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",AZE,Azerbaijan,2017,2017,64.37218,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",AZE,Azerbaijan,2018,2018,63.57157,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",QAT,Qatar,2015,2015,31.82776,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",QAT,Qatar,2016,2016,30.10319,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",QAT,Qatar,2017,2017,28.47636,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",QAT,Qatar,2018,2018,26.84957,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",QAT,Qatar,2019,2019,24.93569,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",DNK,Denmark,2014,2014,74.19332,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",DNK,Denmark,2015,2015,67.3075,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",DNK,Denmark,2016,2016,66.52308,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ITA,Italy,2015,2015,26.4456,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ITA,Italy,2016,2016,29.4727,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",KHM,Cambodia,2017,2017,9.14496,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CZE,Czechia,2014,2014,55.42818,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CZE,Czechia,2015,2015,56.29919,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",POL,Poland,2014,2014,34.9046,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",POL,Poland,2015,2015,22.6273,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",POL,Poland,2016,2016,27.21764,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",POL,Poland,2017,2017,26.7241,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",POL,Poland,2018,2018,27.6391,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CZE,Czechia,2014,2014,51.76833,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CZE,Czechia,2015,2015,52.22994,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CZE,Czechia,2017,2017,60.67905,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",CZE,Czechia,2019,2019,55.7,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",BIH,Bosnia and Herzegovina,2017,2017,19.90068,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",IRL,Ireland,2015,2015,36.33423,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",IRL,Ireland,2017,2017,52.70002,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",IRL,Ireland,2018,2018,57.79999,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2014,2014,49.32281,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2015,2015,40.54118,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2016,2016,38.66362,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2017,2017,40.87654,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2018,2018,41.643,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",LTU,Lithuania,2019,2019,42.2,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",COL,Colombia,2016,2016,37.36532,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",COL,Colombia,2017,2017,37.86555,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",COL,Colombia,2018,2018,34.51208,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",BGR,Bulgaria,2014,2014,27.99661,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2014,2014,39.70873,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2015,2015,43.39578,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2016,2016,46.68165,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2017,2017,48.72299,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2018,2018,46.99547,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",POL,Poland,2019,2019,48.4,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",MAR,Morocco,2014,2014,9.61545,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",MAR,Morocco,2015,2015,13.28,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",MAR,Morocco,2016,2016,21.1715,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",MAR,Morocco,2017,2017,21.3038,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",MAR,Morocco,2018,2018,22.56763,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",IRQ,Iraq,2014,2014,6.8,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",IRQ,Iraq,2017,2017,7.01446,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",IRQ,Iraq,2018,2018,6.8,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",QAT,Qatar,2015,2015,34.92437,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",QAT,Qatar,2016,2016,36.2764,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",QAT,Qatar,2017,2017,37.62828,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",QAT,Qatar,2018,2018,38.98032,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",QAT,Qatar,2019,2019,40.51814,,
