Indicator,Country,Industry,Information and communication technologies,Sex,Measure,Time,Value,Flags
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Turkey,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,0.8901571,
ICT specialists within and outside information industries,Turkey,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,1.041559,
ICT specialists within and outside information industries,Turkey,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,1.068817,
ICT specialists within and outside information industries,Turkey,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,1.079394,
ICT specialists within and outside information industries,Turkey,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,1.120882,
ICT specialists within and outside information industries,Turkey,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,3.9654,
ICT specialists within and outside information industries,Turkey,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,3.978366,
ICT specialists within and outside information industries,Turkey,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,3.845086,
ICT specialists within and outside information industries,Turkey,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,3.922011,
ICT specialists within and outside information industries,Turkey,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,4.076286,
ICT specialists within and outside information industries,Turkey,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,95.14402,
ICT specialists within and outside information industries,Turkey,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,94.97966,
ICT specialists within and outside information industries,Turkey,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,95.0861,
ICT specialists within and outside information industries,Turkey,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,94.99899,
ICT specialists within and outside information industries,Turkey,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,94.80283,
ICT specialists within and outside information industries,Turkey,Total economy,ICT-intensive,Total,Share of jobs,2011,4.855558,
ICT specialists within and outside information industries,Turkey,Total economy,ICT-intensive,Total,Share of jobs,2012,5.019925,
ICT specialists within and outside information industries,Turkey,Total economy,ICT-intensive,Total,Share of jobs,2013,4.913903,
ICT specialists within and outside information industries,Turkey,Total economy,ICT-intensive,Total,Share of jobs,2014,5.001406,
ICT specialists within and outside information industries,Turkey,Total economy,ICT-intensive,Total,Share of jobs,2015,5.197169,
ICT specialists within and outside information industries,Turkey,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Turkey,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Turkey,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Turkey,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Turkey,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,4.595427,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,4.602169,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,4.755145,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,4.765163,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,5.002746,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,4.968521,
ICT specialists within and outside information industries,United Kingdom,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,4.906887,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,11.41983,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,11.52714,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,11.78262,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,11.58363,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,11.57144,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,12.20812,
ICT specialists within and outside information industries,United Kingdom,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,12.48511,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,83.98474,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,83.8707,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,83.46223,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,83.6512,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,83.42581,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,82.82336,
ICT specialists within and outside information industries,United Kingdom,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,82.608,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2011,16.01526,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2012,16.12931,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2013,16.53776,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2014,16.3488,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2015,16.57419,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2016,17.17664,
ICT specialists within and outside information industries,United Kingdom,Total economy,ICT-intensive,Total,Share of jobs,2017,17.392,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,United Kingdom,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,3.848138,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,3.933241,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,3.946491,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,4.04506,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,4.046888,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,4.063058,
ICT specialists within and outside information industries,United States,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,4.169564,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,12.59829,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,12.91535,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,12.99989,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,13.0948,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,13.5559,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,13.71205,
ICT specialists within and outside information industries,United States,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,13.65294,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,83.5535,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,83.15141,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,83.05355,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,82.86014,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,82.39728,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,82.22489,
ICT specialists within and outside information industries,United States,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,82.1775,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2011,16.44643,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2012,16.84859,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2013,16.94638,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2014,17.13986,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2015,17.60279,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2016,17.7751,
ICT specialists within and outside information industries,United States,Total economy,ICT-intensive,Total,Share of jobs,2017,17.8225,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,United States,Total economy,Total,Total,Share of jobs,2017,100,
