Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Pillar,Sub-Pillar,UN Member States
Lithuania,2017,ICT task-intensive jobs as a percentage of total employment,16.27694,1.812219306,True,Business,Technology Adoption,x
Luxembourg,2017,ICT task-intensive jobs as a percentage of total employment,21.68519,2.082090981,True,Business,Technology Adoption,x
Netherlands (the),2017,ICT task-intensive jobs as a percentage of total employment,15.73361,1.785107139,True,Business,Technology Adoption,x
Norway,2017,ICT task-intensive jobs as a percentage of total employment,14.72047,1.734551453,True,Business,Technology Adoption,x
Poland,2017,ICT task-intensive jobs as a percentage of total employment,11.12569,1.555171931,True,Business,Technology Adoption,x
Slovakia,2017,ICT task-intensive jobs as a percentage of total employment,6.841666,1.3413991334,True,Business,Technology Adoption,x
Slovenia,2017,ICT task-intensive jobs as a percentage of total employment,13.19362,1.658361638,True,Business,Technology Adoption,x
Spain,2017,ICT task-intensive jobs as a percentage of total employment,8.421205,1.4202181295,True,Business,Technology Adoption,x
Sweden,2017,ICT task-intensive jobs as a percentage of total employment,16.58881,1.827781619,True,Business,Technology Adoption,x
Switzerland,2017,ICT task-intensive jobs as a percentage of total employment,15.37265,1.767095235,True,Business,Technology Adoption,x
United Kingdom of Great Britain and Northern Ireland (the),2017,ICT task-intensive jobs as a percentage of total employment,17.392,1.8678608,True,Business,Technology Adoption,x
United States of America (the),2017,ICT task-intensive jobs as a percentage of total employment,17.8225,1.88934275,True,Business,Technology Adoption,x
Sweden,2020,"Networking Services (Spend, IT Forecast Data)",82.75,5.129225,True,Business,Technology Adoption,x
Denmark,2020,"Networking Services (Spend, IT Forecast Data)",82.19,5.101281,True,Business,Technology Adoption,x
Singapore,2020,"Networking Services (Spend, IT Forecast Data)",81.39,5.061361,True,Business,Technology Adoption,x
Netherlands (the),2020,"Networking Services (Spend, IT Forecast Data)",81.37,5.060363000000001,True,Business,Technology Adoption,x
Switzerland,2020,"Networking Services (Spend, IT Forecast Data)",80.41,5.012459,True,Business,Technology Adoption,x
Finland,2020,"Networking Services (Spend, IT Forecast Data)",80.16,4.999984,True,Business,Technology Adoption,x
Norway,2020,"Networking Services (Spend, IT Forecast Data)",79.39,4.9615610000000006,True,Business,Technology Adoption,x
United States of America (the),2020,"Networking Services (Spend, IT Forecast Data)",78.91,4.937609,True,Business,Technology Adoption,x
Germany,2020,"Networking Services (Spend, IT Forecast Data)",77.48,4.866252000000001,True,Business,Technology Adoption,x
United Kingdom of Great Britain and Northern Ireland (the),2020,"Networking Services (Spend, IT Forecast Data)",76.27,4.805873,True,Business,Technology Adoption,x
Luxembourg,2020,"Networking Services (Spend, IT Forecast Data)",75.27,4.755973,True,Business,Technology Adoption,x
Australia,2020,"Networking Services (Spend, IT Forecast Data)",75.09,4.746991,True,Business,Technology Adoption,x
Canada,2020,"Networking Services (Spend, IT Forecast Data)",74.92,4.738508,True,Business,Technology Adoption,x
Republic of Korea (the),2020,"Networking Services (Spend, IT Forecast Data)",74.6,4.72254,True,Business,Technology Adoption,x
Japan,2020,"Networking Services (Spend, IT Forecast Data)",73.54,4.669646,True,Business,Technology Adoption,x
New Zealand,2020,"Networking Services (Spend, IT Forecast Data)",73.27,4.656173,True,Business,Technology Adoption,x
France,2020,"Networking Services (Spend, IT Forecast Data)",73.18,4.651682000000001,True,Business,Technology Adoption,x
Austria,2020,"Networking Services (Spend, IT Forecast Data)",72.92,4.638708,True,Business,Technology Adoption,x
Ireland,2020,"Networking Services (Spend, IT Forecast Data)",72.13,4.599287,True,Business,Technology Adoption,x
Belgium,2020,"Networking Services (Spend, IT Forecast Data)",70.67,4.526433,True,Business,Technology Adoption,x
Iceland,2020,"Networking Services (Spend, IT Forecast Data)",70.55,4.5204450000000005,True,Business,Technology Adoption,x
Estonia,2020,"Networking Services (Spend, IT Forecast Data)",70.32,4.508967999999999,True,Business,Technology Adoption,x
Israel,2020,"Networking Services (Spend, IT Forecast Data)",69.81,4.483518999999999,True,Business,Technology Adoption,x
Spain,2020,"Networking Services (Spend, IT Forecast Data)",67.31,4.358769000000001,True,Business,Technology Adoption,x
Malta,2020,"Networking Services (Spend, IT Forecast Data)",66.73,4.329827,True,Business,Technology Adoption,x
Slovenia,2020,"Networking Services (Spend, IT Forecast Data)",66.58,4.322342,True,Business,Technology Adoption,x
Czechia,2020,"Networking Services (Spend, IT Forecast Data)",66.33,4.309867,True,Business,Technology Adoption,x
Lithuania,2020,"Networking Services (Spend, IT Forecast Data)",64.7,4.22853,True,Business,Technology Adoption,x
United Arab Emirates (the),2020,"Networking Services (Spend, IT Forecast Data)",64.42,4.214558,True,Business,Technology Adoption,x
Portugal,2020,"Networking Services (Spend, IT Forecast Data)",64.4,4.213560000000001,True,Business,Technology Adoption,x
Italy,2020,"Networking Services (Spend, IT Forecast Data)",63.69,4.1781310000000005,True,Business,Technology Adoption,x
Poland,2020,"Networking Services (Spend, IT Forecast Data)",61.8,4.08382,True,Business,Technology Adoption,x
Malaysia,2020,"Networking Services (Spend, IT Forecast Data)",61.43,4.0653570000000006,True,Business,Technology Adoption,x
Slovakia,2020,"Networking Services (Spend, IT Forecast Data)",60.78,4.032922000000001,True,Business,Technology Adoption,x
Cyprus,2020,"Networking Services (Spend, IT Forecast Data)",60.67,4.027433,True,Business,Technology Adoption,x
Latvia,2020,"Networking Services (Spend, IT Forecast Data)",60.47,4.017453,True,Business,Technology Adoption,x
Qatar,2020,"Networking Services (Spend, IT Forecast Data)",60.26,4.006974,True,Business,Technology Adoption,x
Hungary,2020,"Networking Services (Spend, IT Forecast Data)",60.05,3.996495,True,Business,Technology Adoption,x
China,2020,"Networking Services (Spend, IT Forecast Data)",58.44,3.916156,True,Business,Technology Adoption,x
Saudi Arabia,2020,"Networking Services (Spend, IT Forecast Data)",57.97,3.892703,True,Business,Technology Adoption,x
Bahrain,2020,"Networking Services (Spend, IT Forecast Data)",57.59,3.8737410000000008,True,Business,Technology Adoption,x
Croatia,2020,"Networking Services (Spend, IT Forecast Data)",55.94,3.791406,True,Business,Technology Adoption,x
Oman,2020,"Networking Services (Spend, IT Forecast Data)",55.33,3.760967,True,Business,Technology Adoption,x
Greece,2020,"Networking Services (Spend, IT Forecast Data)",55.2,3.754480000000001,True,Business,Technology Adoption,x
Bulgaria,2020,"Networking Services (Spend, IT Forecast Data)",55.03,3.745997000000001,True,Business,Technology Adoption,x
Uruguay,2020,"Networking Services (Spend, IT Forecast Data)",54.87,3.738013000000001,True,Business,Technology Adoption,x
Russian Federation (the),2020,"Networking Services (Spend, IT Forecast Data)",54.23,3.706077,True,Business,Technology Adoption,x
Romania,2020,"Networking Services (Spend, IT Forecast Data)",54.16,3.702584,True,Business,Technology Adoption,x
Chile,2020,"Networking Services (Spend, IT Forecast Data)",54.06,3.697594000000001,True,Business,Technology Adoption,x
Thailand,2020,"Networking Services (Spend, IT Forecast Data)",53.45,3.667155,True,Business,Technology Adoption,x
Serbia,2020,"Networking Services (Spend, IT Forecast Data)",52.96,3.642704,True,Business,Technology Adoption,x
Kuwait,2020,"Networking Services (Spend, IT Forecast Data)",52.27,3.608273000000001,True,Business,Technology Adoption,x
Costa Rica,2020,"Networking Services (Spend, IT Forecast Data)",52.15,3.602285,True,Business,Technology Adoption,x
Armenia,2020,"Networking Services (Spend, IT Forecast Data)",51.91,3.5903089999999995,True,Business,Technology Adoption,x
Kazakhstan,2020,"Networking Services (Spend, IT Forecast Data)",51.38,3.5638620000000003,True,Business,Technology Adoption,x
Turkey,2020,"Networking Services (Spend, IT Forecast Data)",51.24,3.5568760000000004,True,Business,Technology Adoption,x
Montenegro,2020,"Networking Services (Spend, IT Forecast Data)",50.95,3.5424050000000005,True,Business,Technology Adoption,x
Brazil,2020,"Networking Services (Spend, IT Forecast Data)",50.58,3.523942,True,Business,Technology Adoption,x
Argentina,2020,"Networking Services (Spend, IT Forecast Data)",50.36,3.512964,True,Business,Technology Adoption,x
Mauritius,2020,"Networking Services (Spend, IT Forecast Data)",49.83,3.486517,True,Business,Technology Adoption,x
Viet Nam,2020,"Networking Services (Spend, IT Forecast Data)",49.68,3.479032,True,Business,Technology Adoption,x
Mexico,2020,"Networking Services (Spend, IT Forecast Data)",49.67,3.478533,True,Business,Technology Adoption,x
Ukraine,2020,"Networking Services (Spend, IT Forecast Data)",49.43,3.466557,True,Business,Technology Adoption,x
Belarus,2020,"Networking Services (Spend, IT Forecast Data)",49.16,3.453084,True,Business,Technology Adoption,x
Azerbaijan,2020,"Networking Services (Spend, IT Forecast Data)",48.76,3.433124,True,Business,Technology Adoption,x
North Macedonia,2020,"Networking Services (Spend, IT Forecast Data)",48.28,3.409172,True,Business,Technology Adoption,x
Georgia,2020,"Networking Services (Spend, IT Forecast Data)",47.95,3.3927050000000003,True,Business,Technology Adoption,x
Jordan,2020,"Networking Services (Spend, IT Forecast Data)",47.5,3.37025,True,Business,Technology Adoption,x
Jamaica,2020,"Networking Services (Spend, IT Forecast Data)",47.36,3.363264,True,Business,Technology Adoption,x
Republic of Moldova (the),2020,"Networking Services (Spend, IT Forecast Data)",47.09,3.349791,True,Business,Technology Adoption,x
Colombia,2020,"Networking Services (Spend, IT Forecast Data)",46.81,3.3358190000000003,True,Business,Technology Adoption,x
Indonesia,2020,"Networking Services (Spend, IT Forecast Data)",46.71,3.330829,True,Business,Technology Adoption,x
Philippines (the),2020,"Networking Services (Spend, IT Forecast Data)",45.95,3.292905,True,Business,Technology Adoption,x
Dominican Republic (the),2020,"Networking Services (Spend, IT Forecast Data)",45.77,3.283923,True,Business,Technology Adoption,x
South Africa,2020,"Networking Services (Spend, IT Forecast Data)",45.26,3.258474,True,Business,Technology Adoption,x
Panama,2020,"Networking Services (Spend, IT Forecast Data)",44.74,3.2325260000000005,True,Business,Technology Adoption,x
Albania,2020,"Networking Services (Spend, IT Forecast Data)",44.21,3.206079,True,Business,Technology Adoption,x
Iran (Islamic Republic of),2020,"Networking Services (Spend, IT Forecast Data)",43.91,3.191109,True,Business,Technology Adoption,x
Peru,2020,"Networking Services (Spend, IT Forecast Data)",43.67,3.179133,True,Business,Technology Adoption,x
Trinidad and Tobago,2020,"Networking Services (Spend, IT Forecast Data)",43.61,3.176139,True,Business,Technology Adoption,x
Kenya,2020,"Networking Services (Spend, IT Forecast Data)",43.22,3.156678,True,Business,Technology Adoption,x
Sri Lanka,2020,"Networking Services (Spend, IT Forecast Data)",42.65,3.128235,True,Business,Technology Adoption,x
Egypt,2020,"Networking Services (Spend, IT Forecast Data)",42.56,3.1237440000000003,True,Business,Technology Adoption,x
Ecuador,2020,"Networking Services (Spend, IT Forecast Data)",42.2,3.10578,True,Business,Technology Adoption,x
Cabo Verde,2020,"Networking Services (Spend, IT Forecast Data)",42.01,3.096299,True,Business,Technology Adoption,x
Bosnia and Herzegovina,2020,"Networking Services (Spend, IT Forecast Data)",41.73,3.082327,True,Business,Technology Adoption,x
India,2020,"Networking Services (Spend, IT Forecast Data)",41.57,3.0743430000000003,True,Business,Technology Adoption,x
Mongolia,2020,"Networking Services (Spend, IT Forecast Data)",41.44,3.067856,True,Business,Technology Adoption,x
Lebanon,2020,"Networking Services (Spend, IT Forecast Data)",41.3,3.06087,True,Business,Technology Adoption,x
Tunisia,2020,"Networking Services (Spend, IT Forecast Data)",41.3,3.06087,True,Business,Technology Adoption,x
Paraguay,2020,"Networking Services (Spend, IT Forecast Data)",41.12,3.051888,True,Business,Technology Adoption,x
Morocco,2020,"Networking Services (Spend, IT Forecast Data)",39.71,2.981529,True,Business,Technology Adoption,x
Kyrgyzstan,2020,"Networking Services (Spend, IT Forecast Data)",38.6,2.92614,True,Business,Technology Adoption,x
El Salvador,2020,"Networking Services (Spend, IT Forecast Data)",37.33,2.862767,True,Business,Technology Adoption,x
Rwanda,2020,"Networking Services (Spend, IT Forecast Data)",37.24,2.858276,True,Business,Technology Adoption,x
Lao People's Democratic Republic (the),2020,"Networking Services (Spend, IT Forecast Data)",37.12,2.852288,True,Business,Technology Adoption,x
Ghana,2020,"Networking Services (Spend, IT Forecast Data)",36.97,2.844803,True,Business,Technology Adoption,x
Botswana,2020,"Networking Services (Spend, IT Forecast Data)",36.94,2.843306,True,Business,Technology Adoption,x
Senegal,2020,"Networking Services (Spend, IT Forecast Data)",36.9,2.84131,True,Business,Technology Adoption,x
Bolivia (Plurinational State of),2020,"Networking Services (Spend, IT Forecast Data)",36.72,2.832328,True,Business,Technology Adoption,x
Honduras,2020,"Networking Services (Spend, IT Forecast Data)",36.23,2.807877,True,Business,Technology Adoption,x
Namibia,2020,"Networking Services (Spend, IT Forecast Data)",36.11,2.801889,True,Business,Technology Adoption,x
Cambodia,2020,"Networking Services (Spend, IT Forecast Data)",36.01,2.796899,True,Business,Technology Adoption,x
Bangladesh,2020,"Networking Services (Spend, IT Forecast Data)",36.01,2.796899,True,Business,Technology Adoption,x
Guatemala,2020,"Networking Services (Spend, IT Forecast Data)",35.51,2.771949,True,Business,Technology Adoption,x
Algeria,2020,"Networking Services (Spend, IT Forecast Data)",35.15,2.753985,True,Business,Technology Adoption,x
Venezuela (Bolivarian Republic of),2020,"Networking Services (Spend, IT Forecast Data)",34.57,2.7250430000000003,True,Business,Technology Adoption,x
Tajikistan,2020,"Networking Services (Spend, IT Forecast Data)",34.14,2.7035860000000005,True,Business,Technology Adoption,x
United Republic of Tanzania (the),2020,"Networking Services (Spend, IT Forecast Data)",33.92,2.692608,True,Business,Technology Adoption,x
Pakistan,2020,"Networking Services (Spend, IT Forecast Data)",33.29,2.661171,True,Business,Technology Adoption,x
Benin,2020,"Networking Services (Spend, IT Forecast Data)",32.25,2.609275,True,Business,Technology Adoption,x
Nepal,2020,"Networking Services (Spend, IT Forecast Data)",31.81,2.587319,True,Business,Technology Adoption,x
Uganda,2020,"Networking Services (Spend, IT Forecast Data)",31.4,2.56686,True,Business,Technology Adoption,x
Côte d'Ivoire,2020,"Networking Services (Spend, IT Forecast Data)",31.23,2.558377,True,Business,Technology Adoption,x
Zambia,2020,"Networking Services (Spend, IT Forecast Data)",30.54,2.523946,True,Business,Technology Adoption,x
Nigeria,2020,"Networking Services (Spend, IT Forecast Data)",30.44,2.518956,True,Business,Technology Adoption,x
Cameroon,2020,"Networking Services (Spend, IT Forecast Data)",29.86,2.490014,True,Business,Technology Adoption,x
Gambia (the),2020,"Networking Services (Spend, IT Forecast Data)",29.4,2.46706,True,Business,Technology Adoption,x
Guinea,2020,"Networking Services (Spend, IT Forecast Data)",28.42,2.418158,True,Business,Technology Adoption,x
Lesotho,2020,"Networking Services (Spend, IT Forecast Data)",27.72,2.383228,True,Business,Technology Adoption,x
