Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
Lebanon,Cross-Cutting Indicators,,,,,,,3.06,,,,139.0
Lebanon,"Freedom of Expression, Assembly and Association",,,,,,,2.37,,,,181.0
Lebanon,Right to Equality and Non-Discrimination,,,,,,,2.5,,,,135.0
Lebanon,Right to Privacy,,,,,,,3.39,,,,128.0
Lesotho,Cross-Cutting Indicators,,,,,,,2.98,,,,146.0
Lesotho,"Freedom of Expression, Assembly and Association",,,,,,,3.5,,,,86.0
Lesotho,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Lesotho,Right to Privacy,,,,,,,4.2,,,,96.0
Liberia,Cross-Cutting Indicators,,,,,,,3.21,,,,125.0
Liberia,"Freedom of Expression, Assembly and Association",,,,,,,3.42,,,,94.0
Liberia,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Liberia,Right to Privacy,,,,,,,0.84,,,,197.0
Libya,Cross-Cutting Indicators,,,,,,,3.49,,,,89.0
Libya,"Freedom of Expression, Assembly and Association",,,,,,,2.85,,,,148.0
Libya,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Libya,Right to Privacy,,,,,,,1.28,,,,184.0
Liechtenstein,Cross-Cutting Indicators,,,,,,,3.74,,,,59.0
Liechtenstein,"Freedom of Expression, Assembly and Association",,,,,,,2.86,,,,144.0
Liechtenstein,Right to Privacy,,,,,,,5.0,,,,1.0
Lithuania,Cross-Cutting Indicators,,,,,,,3.96,,,,35.0
Lithuania,"Freedom of Expression, Assembly and Association",,,,,,,3.6,,,,71.0
Lithuania,Right to Privacy,,,,,,,4.89,,,,20.0
Luxembourg,Cross-Cutting Indicators,,,,,,,4.17,,,,19.0
Luxembourg,"Freedom of Expression, Assembly and Association",,,,,,,3.58,,,,74.0
Luxembourg,Right to Privacy,,,,,,,4.89,,,,21.0
Madagascar,Cross-Cutting Indicators,,,,,,,3.27,,,,111.0
Madagascar,"Freedom of Expression, Assembly and Association",,,,,,,3.04,,,,135.0
Madagascar,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Madagascar,Right to Privacy,,,,,,,3.3,,,,132.0
Malawi,Cross-Cutting Indicators,,,,,,,3.38,,,,100.0
Malawi,"Freedom of Expression, Assembly and Association",,,,,,,3.49,,,,87.0
Malawi,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Malawi,Right to Privacy,,,,,,,3.2,,,,137.0
Malaysia,Cross-Cutting Indicators,,,,,,,2.41,,,,173.0
Malaysia,"Freedom of Expression, Assembly and Association",,,,,,,2.72,,,,155.0
Malaysia,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Malaysia,Right to Privacy,,,,,,,3.57,,,,119.0
Maldives,Cross-Cutting Indicators,,,,,,,3.72,,,,62.0
Maldives,"Freedom of Expression, Assembly and Association",,,,,,,3.64,,,,62.0
Maldives,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Maldives,Right to Privacy,,,,,,,1.99,,,,171.0
Mali,Cross-Cutting Indicators,,,,,,,3.09,,,,137.0
Mali,"Freedom of Expression, Assembly and Association",,,,,,,2.95,,,,142.0
Mali,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Mali,Right to Privacy,,,,,,,3.49,,,,124.0
Malta,Cross-Cutting Indicators,,,,,,,3.82,,,,49.0
Malta,"Freedom of Expression, Assembly and Association",,,,,,,3.44,,,,93.0
Malta,Right to Privacy,,,,,,,4.4,,,,85.0
Marshall Islands (the),Cross-Cutting Indicators,,,,,,,3.35,,,,102.0
Marshall Islands (the),"Freedom of Expression, Assembly and Association",,,,,,,5.0,,,,1.0
Marshall Islands (the),Right to Privacy,,,,,,,0.0,,,,199.0
Mauritania,Cross-Cutting Indicators,,,,,,,3.13,,,,132.0
Mauritania,"Freedom of Expression, Assembly and Association",,,,,,,3.66,,,,59.0
Mauritania,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Mauritania,Right to Privacy,,,,,,,3.68,,,,114.0
Mauritius,Cross-Cutting Indicators,,,,,,,4.02,,,,28.0
Mauritius,"Freedom of Expression, Assembly and Association",,,,,,,3.62,,,,65.0
Mauritius,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Mauritius,Right to Privacy,,,,,,,4.42,,,,82.0
Mexico,Cross-Cutting Indicators,,,,,,,3.72,,,,61.0
Mexico,"Freedom of Expression, Assembly and Association",,,,,,,4.29,,,,17.0
Mexico,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Mexico,Right to Privacy,,,,,,,3.87,,,,103.0
Micronesia (Federated States of),Cross-Cutting Indicators,,,,,,,1.55,,,,198.0
Micronesia (Federated States of),"Freedom of Expression, Assembly and Association",,,,,,,2.0,,,,194.0
Micronesia (Federated States of),Right to Equality and Non-Discrimination,,,,,,,2.5,,,,135.0
Micronesia (Federated States of),Right to Privacy,,,,,,,1.25,,,,185.0
Monaco,Cross-Cutting Indicators,,,,,,,3.43,,,,94.0
Monaco,"Freedom of Expression, Assembly and Association",,,,,,,2.5,,,,169.0
Monaco,Right to Privacy,,,,,,,5.0,,,,1.0
Mongolia,Cross-Cutting Indicators,,,,,,,3.91,,,,40.0
Mongolia,"Freedom of Expression, Assembly and Association",,,,,,,3.25,,,,112.0
Mongolia,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Mongolia,Right to Privacy,,,,,,,4.59,,,,64.0
Montenegro,Cross-Cutting Indicators,,,,,,,3.97,,,,34.0
Montenegro,"Freedom of Expression, Assembly and Association",,,,,,,3.97,,,,38.0
Montenegro,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Montenegro,Right to Privacy,,,,,,,4.73,,,,44.0
Montserrat,Cross-Cutting Indicators,,,,,,,1.67,,,,193.0
Montserrat,"Freedom of Expression, Assembly and Association",,,,,,,3.75,,,,51.0
Montserrat,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Montserrat,Right to Privacy,,,,,,,2.5,,,,156.0
Morocco,Cross-Cutting Indicators,,,,,,,3.53,,,,85.0
Morocco,"Freedom of Expression, Assembly and Association",,,,,,,2.53,,,,166.0
Morocco,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Morocco,Right to Privacy,,,,,,,4.77,,,,42.0
Mozambique,Cross-Cutting Indicators,,,,,,,1.92,,,,189.0
Mozambique,"Freedom of Expression, Assembly and Association",,,,,,,3.08,,,,130.0
Mozambique,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Mozambique,Right to Privacy,,,,,,,2.75,,,,152.0
Myanmar,Cross-Cutting Indicators,,,,,,,1.95,,,,188.0
Myanmar,"Freedom of Expression, Assembly and Association",,,,,,,1.71,,,,200.0
Myanmar,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Myanmar,Right to Privacy,,,,,,,1.25,,,,185.0
Namibia,Cross-Cutting Indicators,,,,,,,3.73,,,,60.0
Namibia,"Freedom of Expression, Assembly and Association",,,,,,,4.03,,,,31.0
Namibia,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Namibia,Right to Privacy,,,,,,,3.0,,,,145.0
Nauru,Cross-Cutting Indicators,,,,,,,1.53,,,,199.0
Nauru,"Freedom of Expression, Assembly and Association",,,,,,,2.0,,,,194.0
Nauru,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Nauru,Right to Privacy,,,,,,,1.25,,,,185.0
Nepal,Cross-Cutting Indicators,,,,,,,3.59,,,,75.0
Nepal,"Freedom of Expression, Assembly and Association",,,,,,,2.86,,,,146.0
Nepal,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Nepal,Right to Privacy,,,,,,,4.56,,,,68.0
Netherlands (the),Cross-Cutting Indicators,,,,,,,4.39,,,,9.0
Netherlands (the),"Freedom of Expression, Assembly and Association",,,,,,,4.53,,,,9.0
Netherlands (the),Right to Privacy,,,,,,,4.87,,,,23.0
New Zealand,Cross-Cutting Indicators,,,,,,,4.36,,,,11.0
New Zealand,"Freedom of Expression, Assembly and Association",,,,,,,3.51,,,,84.0
New Zealand,Right to Privacy,,,,,,,4.45,,,,79.0
Nicaragua,Cross-Cutting Indicators,,,,,,,3.05,,,,140.0
Nicaragua,"Freedom of Expression, Assembly and Association",,,,,,,2.47,,,,177.0
Nicaragua,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Nicaragua,Right to Privacy,,,,,,,2.89,,,,148.0
Niger (the),Cross-Cutting Indicators,,,,,,,2.64,,,,166.0
Niger (the),"Freedom of Expression, Assembly and Association",,,,,,,3.41,,,,97.0
Niger (the),Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Niger (the),Right to Privacy,,,,,,,3.55,,,,121.0
Nigeria,Cross-Cutting Indicators,,,,,,,3.22,,,,122.0
Nigeria,"Freedom of Expression, Assembly and Association",,,,,,,3.04,,,,136.0
Nigeria,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Nigeria,Right to Privacy,,,,,,,4.61,,,,63.0
Niue,Cross-Cutting Indicators,,,,,,,3.34,,,,105.0
Niue,"Freedom of Expression, Assembly and Association",,,,,,,1.25,,,,202.0
Niue,Right to Equality and Non-Discrimination,,,,,,,2.5,,,,135.0
Niue,Right to Privacy,,,,,,,0.0,,,,199.0
North Macedonia,Cross-Cutting Indicators,,,,,,,3.67,,,,69.0
North Macedonia,"Freedom of Expression, Assembly and Association",,,,,,,3.72,,,,54.0
North Macedonia,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
North Macedonia,Right to Privacy,,,,,,,4.82,,,,33.0
Norway,Cross-Cutting Indicators,,,,,,,4.62,,,,3.0
Norway,"Freedom of Expression, Assembly and Association",,,,,,,4.32,,,,15.0
Norway,Right to Privacy,,,,,,,4.89,,,,21.0
Oman,Cross-Cutting Indicators,,,,,,,2.74,,,,162.0
Oman,"Freedom of Expression, Assembly and Association",,,,,,,1.76,,,,198.0
Oman,Right to Privacy,,,,,,,3.93,,,,101.0
Pakistan,Cross-Cutting Indicators,,,,,,,3.21,,,,124.0
Pakistan,"Freedom of Expression, Assembly and Association",,,,,,,2.91,,,,143.0
Pakistan,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Pakistan,Right to Privacy,,,,,,,4.04,,,,99.0
Palau,Cross-Cutting Indicators,,,,,,,4.03,,,,26.0
Palau,"Freedom of Expression, Assembly and Association",,,,,,,2.5,,,,169.0
Palau,Right to Privacy,,,,,,,0.0,,,,199.0
Palestine,Cross-Cutting Indicators,,,,,,,5.0,,,,1.0
Palestine,"Freedom of Expression, Assembly and Association",,,,,,,1.25,,,,202.0
Palestine,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Palestine,Right to Privacy,,,,,,,2.5,,,,156.0
Panama,Cross-Cutting Indicators,,,,,,,3.75,,,,56.0
Panama,"Freedom of Expression, Assembly and Association",,,,,,,3.6,,,,72.0
Panama,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Panama,Right to Privacy,,,,,,,4.85,,,,24.0
Papua New Guinea,Cross-Cutting Indicators,,,,,,,2.77,,,,159.0
Papua New Guinea,"Freedom of Expression, Assembly and Association",,,,,,,3.2,,,,121.0
Papua New Guinea,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Papua New Guinea,Right to Privacy,,,,,,,1.65,,,,179.0
Paraguay,Cross-Cutting Indicators,,,,,,,3.68,,,,66.0
Paraguay,"Freedom of Expression, Assembly and Association",,,,,,,3.77,,,,50.0
Paraguay,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Paraguay,Right to Privacy,,,,,,,4.84,,,,29.0
Peru,Cross-Cutting Indicators,,,,,,,3.8,,,,51.0
Peru,"Freedom of Expression, Assembly and Association",,,,,,,3.83,,,,47.0
Peru,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Peru,Right to Privacy,,,,,,,4.62,,,,61.0
Philippines (the),Cross-Cutting Indicators,,,,,,,3.68,,,,67.0
Philippines (the),"Freedom of Expression, Assembly and Association",,,,,,,3.63,,,,63.0
Philippines (the),Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Philippines (the),Right to Privacy,,,,,,,4.7,,,,46.0
Poland,Cross-Cutting Indicators,,,,,,,3.63,,,,74.0
Poland,"Freedom of Expression, Assembly and Association",,,,,,,4.18,,,,24.0
Poland,Right to Privacy,,,,,,,4.45,,,,80.0
Portugal,Cross-Cutting Indicators,,,,,,,3.91,,,,38.0
Portugal,"Freedom of Expression, Assembly and Association",,,,,,,4.33,,,,14.0
Portugal,Right to Privacy,,,,,,,5.0,,,,1.0
Qatar,Cross-Cutting Indicators,,,,,,,3.02,,,,143.0
Qatar,"Freedom of Expression, Assembly and Association",,,,,,,2.09,,,,191.0
Qatar,Right to Privacy,,,,,,,4.28,,,,94.0
Republic of Korea (the),Cross-Cutting Indicators,,,,,,,4.01,,,,29.0
Republic of Korea (the),"Freedom of Expression, Assembly and Association",,,,,,,3.62,,,,66.0
Republic of Korea (the),Right to Privacy,,,,,,,4.53,,,,70.0
Republic of Moldova (the),Cross-Cutting Indicators,,,,,,,3.86,,,,43.0
Republic of Moldova (the),"Freedom of Expression, Assembly and Association",,,,,,,3.03,,,,137.0
Republic of Moldova (the),Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Republic of Moldova (the),Right to Privacy,,,,,,,4.65,,,,59.0
Romania,Cross-Cutting Indicators,,,,,,,3.39,,,,99.0
Romania,"Freedom of Expression, Assembly and Association",,,,,,,3.95,,,,41.0
Romania,Right to Privacy,,,,,,,4.59,,,,65.0
Russian Federation (the),Cross-Cutting Indicators,,,,,,,2.56,,,,170.0
Russian Federation (the),"Freedom of Expression, Assembly and Association",,,,,,,2.19,,,,188.0
Russian Federation (the),Right to Privacy,,,,,,,3.88,,,,102.0
Rwanda,Cross-Cutting Indicators,,,,,,,3.46,,,,91.0
Rwanda,"Freedom of Expression, Assembly and Association",,,,,,,3.61,,,,68.0
Rwanda,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Rwanda,Right to Privacy,,,,,,,4.47,,,,75.0
Saint Kitts and Nevis,Cross-Cutting Indicators,,,,,,,3.57,,,,78.0
Saint Kitts and Nevis,"Freedom of Expression, Assembly and Association",,,,,,,2.5,,,,169.0
Saint Kitts and Nevis,Right to Privacy,,,,,,,2.5,,,,156.0
Saint Lucia,Cross-Cutting Indicators,,,,,,,3.23,,,,120.0
Saint Lucia,"Freedom of Expression, Assembly and Association",,,,,,,5.0,,,,1.0
Saint Lucia,Right to Privacy,,,,,,,2.5,,,,156.0
Saint Vincent and the Grenadines,Cross-Cutting Indicators,,,,,,,3.27,,,,113.0
Saint Vincent and the Grenadines,"Freedom of Expression, Assembly and Association",,,,,,,5.0,,,,1.0
Saint Vincent and the Grenadines,Right to Privacy,,,,,,,2.5,,,,156.0
Samoa,Cross-Cutting Indicators,,,,,,,3.41,,,,97.0
Samoa,"Freedom of Expression, Assembly and Association",,,,,,,3.1,,,,128.0
Samoa,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Samoa,Right to Privacy,,,,,,,2.5,,,,156.0
San Marino,Cross-Cutting Indicators,,,,,,,3.72,,,,63.0
San Marino,"Freedom of Expression, Assembly and Association",,,,,,,2.0,,,,194.0
San Marino,Right to Privacy,,,,,,,5.0,,,,1.0
Sao Tome and Principe,Cross-Cutting Indicators,,,,,,,2.95,,,,149.0
Sao Tome and Principe,"Freedom of Expression, Assembly and Association",,,,,,,4.11,,,,26.0
Sao Tome and Principe,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Sao Tome and Principe,Right to Privacy,,,,,,,4.9,,,,18.0
Saudi Arabia,Cross-Cutting Indicators,,,,,,,1.73,,,,191.0
Saudi Arabia,"Freedom of Expression, Assembly and Association",,,,,,,2.39,,,,180.0
Saudi Arabia,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Saudi Arabia,Right to Privacy,,,,,,,3.75,,,,107.0
Senegal,Cross-Cutting Indicators,,,,,,,3.38,,,,101.0
Senegal,"Freedom of Expression, Assembly and Association",,,,,,,3.0,,,,140.0
Senegal,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Senegal,Right to Privacy,,,,,,,4.53,,,,72.0
Serbia,Cross-Cutting Indicators,,,,,,,3.84,,,,48.0
Serbia,"Freedom of Expression, Assembly and Association",,,,,,,4.29,,,,18.0
Serbia,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Serbia,Right to Privacy,,,,,,,4.85,,,,24.0
Seychelles,Cross-Cutting Indicators,,,,,,,3.76,,,,55.0
Seychelles,"Freedom of Expression, Assembly and Association",,,,,,,3.29,,,,108.0
Seychelles,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Seychelles,Right to Privacy,,,,,,,3.7,,,,113.0
Sierra Leone,Cross-Cutting Indicators,,,,,,,3.16,,,,128.0
Sierra Leone,"Freedom of Expression, Assembly and Association",,,,,,,3.66,,,,60.0
Sierra Leone,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Sierra Leone,Right to Privacy,,,,,,,3.41,,,,127.0
Singapore,Cross-Cutting Indicators,,,,,,,3.88,,,,41.0
Singapore,"Freedom of Expression, Assembly and Association",,,,,,,2.7,,,,157.0
Singapore,Right to Privacy,,,,,,,4.22,,,,95.0
Slovakia,Cross-Cutting Indicators,,,,,,,3.56,,,,80.0
Slovakia,"Freedom of Expression, Assembly and Association",,,,,,,4.28,,,,19.0
Slovakia,Right to Privacy,,,,,,,4.84,,,,28.0
Slovenia,Cross-Cutting Indicators,,,,,,,3.84,,,,46.0
Slovenia,"Freedom of Expression, Assembly and Association",,,,,,,4.22,,,,23.0
Slovenia,Right to Privacy,,,,,,,4.82,,,,32.0
Solomon Islands,Cross-Cutting Indicators,,,,,,,1.98,,,,187.0
Solomon Islands,"Freedom of Expression, Assembly and Association",,,,,,,3.98,,,,36.0
Solomon Islands,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Solomon Islands,Right to Privacy,,,,,,,1.25,,,,185.0
Somalia,Cross-Cutting Indicators,,,,,,,2.22,,,,182.0
Somalia,"Freedom of Expression, Assembly and Association",,,,,,,2.86,,,,145.0
Somalia,Right to Equality and Non-Discrimination,,,,,,,2.5,,,,135.0
Somalia,Right to Privacy,,,,,,,1.4,,,,182.0
South Africa,Cross-Cutting Indicators,,,,,,,4.0,,,,32.0
South Africa,"Freedom of Expression, Assembly and Association",,,,,,,4.03,,,,32.0
South Africa,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
South Africa,Right to Privacy,,,,,,,4.69,,,,49.0
South Sudan,Cross-Cutting Indicators,,,,,,,1.18,,,,201.0
South Sudan,"Freedom of Expression, Assembly and Association",,,,,,,2.49,,,,175.0
South Sudan,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
South Sudan,Right to Privacy,,,,,,,1.67,,,,177.0
Spain,Cross-Cutting Indicators,,,,,,,3.98,,,,33.0
Spain,"Freedom of Expression, Assembly and Association",,,,,,,3.24,,,,113.0
Spain,Right to Privacy,,,,,,,4.83,,,,30.0
Sri Lanka,Cross-Cutting Indicators,,,,,,,3.7,,,,64.0
Sri Lanka,"Freedom of Expression, Assembly and Association",,,,,,,3.62,,,,64.0
Sri Lanka,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Sri Lanka,Right to Privacy,,,,,,,4.09,,,,98.0
Sudan (the),Cross-Cutting Indicators,,,,,,,2.26,,,,180.0
Sudan (the),"Freedom of Expression, Assembly and Association",,,,,,,2.1,,,,190.0
Sudan (the),Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Sudan (the),Right to Privacy,,,,,,,1.47,,,,181.0
Suriname,Cross-Cutting Indicators,,,,,,,2.97,,,,147.0
Suriname,"Freedom of Expression, Assembly and Association",,,,,,,3.34,,,,106.0
Suriname,Right to Equality and Non-Discrimination,,,,,,,3.13,,,,121.0
Suriname,Right to Privacy,,,,,,,2.24,,,,168.0
Sweden,Cross-Cutting Indicators,,,,,,,4.46,,,,7.0
Sweden,"Freedom of Expression, Assembly and Association",,,,,,,4.38,,,,11.0
Sweden,Right to Privacy,,,,,,,4.92,,,,15.0
Switzerland,Cross-Cutting Indicators,,,,,,,4.47,,,,6.0
Switzerland,"Freedom of Expression, Assembly and Association",,,,,,,3.95,,,,43.0
Switzerland,Right to Privacy,,,,,,,4.97,,,,12.0
Syrian Arab Republic (the),Cross-Cutting Indicators,,,,,,,2.4,,,,174.0
Syrian Arab Republic (the),"Freedom of Expression, Assembly and Association",,,,,,,2.22,,,,185.0
Syrian Arab Republic (the),Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Syrian Arab Republic (the),Right to Privacy,,,,,,,1.76,,,,176.0
Tajikistan,Cross-Cutting Indicators,,,,,,,3.25,,,,116.0
Tajikistan,"Freedom of Expression, Assembly and Association",,,,,,,2.68,,,,158.0
Tajikistan,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Tajikistan,Right to Privacy,,,,,,,4.28,,,,93.0
Thailand,Cross-Cutting Indicators,,,,,,,3.69,,,,65.0
Thailand,"Freedom of Expression, Assembly and Association",,,,,,,3.55,,,,81.0
Thailand,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Thailand,Right to Privacy,,,,,,,3.09,,,,141.0
Timor-Leste,Cross-Cutting Indicators,,,,,,,3.91,,,,38.0
Timor-Leste,"Freedom of Expression, Assembly and Association",,,,,,,3.1,,,,129.0
Timor-Leste,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Timor-Leste,Right to Privacy,,,,,,,3.06,,,,142.0
Togo,Cross-Cutting Indicators,,,,,,,3.24,,,,118.0
Togo,"Freedom of Expression, Assembly and Association",,,,,,,2.59,,,,163.0
Togo,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Togo,Right to Privacy,,,,,,,3.72,,,,112.0
Tonga,Cross-Cutting Indicators,,,,,,,1.71,,,,192.0
Tonga,"Freedom of Expression, Assembly and Association",,,,,,,3.85,,,,46.0
Tonga,Right to Equality and Non-Discrimination,,,,,,,1.88,,,,143.0
Tonga,Right to Privacy,,,,,,,1.25,,,,185.0
Trinidad and Tobago,Cross-Cutting Indicators,,,,,,,3.49,,,,87.0
Trinidad and Tobago,"Freedom of Expression, Assembly and Association",,,,,,,3.23,,,,115.0
Trinidad and Tobago,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Trinidad and Tobago,Right to Privacy,,,,,,,3.68,,,,115.0
Tunisia,Cross-Cutting Indicators,,,,,,,3.54,,,,84.0
Tunisia,"Freedom of Expression, Assembly and Association",,,,,,,3.19,,,,124.0
Tunisia,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Tunisia,Right to Privacy,,,,,,,4.68,,,,54.0
Turkey,Cross-Cutting Indicators,,,,,,,2.62,,,,168.0
Turkey,"Freedom of Expression, Assembly and Association",,,,,,,2.57,,,,165.0
Turkey,Right to Privacy,,,,,,,4.03,,,,100.0
Turkmenistan,Cross-Cutting Indicators,,,,,,,3.28,,,,108.0
Turkmenistan,"Freedom of Expression, Assembly and Association",,,,,,,2.12,,,,189.0
Turkmenistan,Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
Turkmenistan,Right to Privacy,,,,,,,1.32,,,,183.0
Tuvalu,Cross-Cutting Indicators,,,,,,,1.79,,,,190.0
Tuvalu,"Freedom of Expression, Assembly and Association",,,,,,,3.0,,,,139.0
Tuvalu,Right to Equality and Non-Discrimination,,,,,,,3.75,,,,83.0
Tuvalu,Right to Privacy,,,,,,,1.25,,,,185.0
Türkiye,Cross-Cutting Indicators,,,,,,,4.67,,,,2.0
Türkiye,"Freedom of Expression, Assembly and Association",,,,,,,2.5,,,,169.0
Türkiye,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Türkiye,Right to Privacy,,,,,,,5.0,,,,1.0
Uganda,Cross-Cutting Indicators,,,,,,,3.19,,,,126.0
Uganda,"Freedom of Expression, Assembly and Association",,,,,,,2.74,,,,153.0
Uganda,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Uganda,Right to Privacy,,,,,,,4.43,,,,81.0
Ukraine,Cross-Cutting Indicators,,,,,,,3.8,,,,53.0
Ukraine,"Freedom of Expression, Assembly and Association",,,,,,,3.77,,,,49.0
Ukraine,Right to Equality and Non-Discrimination,,,,,,,5.0,,,,1.0
Ukraine,Right to Privacy,,,,,,,4.68,,,,54.0
United Arab Emirates (the),Cross-Cutting Indicators,,,,,,,2.09,,,,183.0
United Arab Emirates (the),"Freedom of Expression, Assembly and Association",,,,,,,1.95,,,,197.0
United Arab Emirates (the),Right to Equality and Non-Discrimination,,,,,,,4.38,,,,45.0
